"Conference Name","Sector","Tags","S/C's","Description","Web Address"
"2007 IEEE Symposium and Workshop on Engineering of Computer Based Systems (ECBS)","Manufacturing & Devices, Defense, Education, Computing & IT, Healthcare, Entertainment, Financial Services","","","",""
"2007 IEEE Symposium on 3D User Interfaces (3DUI)","Entertainment, Computing & IT","","","",""
"2007 IEEE Symposium on Artificial Life (ALife)","","","","",""
"2007 IEEE Symposium on Computational Intelligence and Bioinformatics and Computational Biology (CIBCB)","","","","",""
"2007 IEEE Symposium on Computational Intelligence and Data Mining (CIDM)","","","","",""
"2007 IEEE Symposium on Computational Intelligence and Games (CIG)","","","","",""
"2007 IEEE Symposium on Computational Intelligence in Image and Signal Processing (CIISP)","","","","",""
"2007 IEEE Symposium on Computational Intelligence in Multi-Criteria Decision-Making (MCDM)","","","","",""
"2007 IEEE Symposium on Computational Intelligence in Scheduling (CISched)","","","","",""
"2007 IEEE Symposium on Computational Intelligence in Security and Defense Applications (CISDA)","","","","",""
"2007 IEEE Symposium on Computers and Communications (ISCC)","Computing & IT, Education, Communications","","","",""
"2007 IEEE Symposium on Computers and Communications (ISCC)","Communications, Computing & IT","","","",""
"2007 IEEE Symposium on Computer-Based Medical Systems (CBMS)","Computing & IT, Manufacturing & Devices, Communications, Education, Healthcare","","","",""
"2007 IEEE Symposium on Field-Programmable Custom Computing Machines (FCCM)","Defense, Computing & IT","","","",""
"2007 IEEE Symposium on Foundations of Computational Intelligence (FOCI)","","","","",""
"2007 IEEE Symposium on Interactive Ray Tracing (RT)","Entertainment, Education, Computing & IT","","","",""
"2007 IEEE Symposium on Magnetic Multilayers (MML)","Defense, Education, Energy, Manufacturing & Devices","","","",""
"2007 IEEE Symposium on Product Compliance Engineering (PSES)","","","","",""
"2007 IEEE Symposium on Security and Privacy (SP)","Defense, Computing & IT, Communications","","","",""
"2007 IEEE Symposium on Virtual Environments, Human-Computer Interfaces and Measurement Systems (VECIMS)","Computing & IT, Education, Manufacturing & Devices, Environment","","","",""
"2007 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC)","Defense, Entertainment, Computing & IT","","","",""
"2007 IEEE Symposium on VLSI Circuits","","","","",""
"2007 IEEE Symposium on VLSI Technology","","","","",""
"2007 IEEE Symposium Series on Computational Intelligence (SSCI)","","","","",""
"2007 IEEE Systems and Information Engineering Design Symposium (SIEDS)","","","","",""
"2007 IEEE Systems and Software Week (SASW)","Computing & IT","","","",""
"2007 IEEE Test Technology Educational Program (TTEP)","Education, Computing & IT","","","",""
"2007 IEEE Three-Rivers Workshop on Soft Computing in Industrial Applications (SMCia/07)","","","","",""
"2007 IEEE Ultrasonics Symposium","","","","",""
"2007 IEEE Vail Computer Elements Workshop (VCEW)","Education, Computing & IT","","","",""
"2007 IEEE Vehicle Power and Propulsion Conference (VPPC)","","","","",""
"2007 IEEE Vehicle Power and Propulsion Conference (VPPC)","","","","",""
"2007 IEEE Vehicular Technology Conference (VTC 2007-Fall)","","","","",""
"2007 IEEE Vehicular Technology Conference (VTC 2007-Spring)","","","","",""
"2007 IEEE Virtual Reality Conference (VR)","Defense, Entertainment, Computing & IT","","","",""
"2007 IEEE Visualization Conference (VIS)","Entertainment, Computing & IT","","","",""
"2007 IEEE VLSI Test Symposium (VTS)","Education, Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE Wireless Communications & Networking Conference (WCNC)","Communications","","","",""
"2007 IEEE Wireless Hive Networks Symposium (WHNS)","Communications","","","",""
"2007 IEEE Workshop on Advanced Robotics and its Social Impacts (ARSO)","Computing & IT, Environment, Entertainment, Education, Healthcare","","","",""
"2007 IEEE Workshop on Applications of Computer Vision, Visual Motion, Evaluation of Tracking Systems (WACV, MOTION, PETS)","Manufacturing & Devices, Defense, Entertainment, Education, Computing & IT, Financial Services","","","",""
"2007 IEEE Workshop on Applications of Signal Processing to Audio and Acoustics (WASPAA)","","","","",""
"2007 IEEE Workshop on Automatic Identification Advanced Technologies (Auto ID)","Computing & IT, Manufacturing & Devices, Retail","","","",""
"2007 IEEE Workshop on Automatic Speech Recognition & Understanding (ASRU)","","","","",""
"2007 IEEE Workshop on Engineering of Autonomic and Autonomous Systems (EASe) Special Session on Autonomous & Autonomic Space Expl. Sys.","Defense, Computing & IT","","","",""
"2007 IEEE Workshop on Evolvable and Adaptive Hardware (WEAH)","","","","",""
"2007 IEEE Workshop on Machine Learning for Signal Processing (MLSP)(Formerly known as NNSP)","","","","",""
"2007 IEEE Workshop on Microelectronics and Electron Devices (WMED)","","","","",""
"2007 IEEE Workshop on Policies for Distributed Systems and Networks - POLICY","Manufacturing & Devices, Entertainment, Healthcare, Education, Computing & IT, Financial Services","","","",""
"2007 IEEE Workshop on Signal Processing Applications for Public Security and Forensics (SAFE)","","","","",""
"2007 IEEE Workshop on Signal Processing Systems (SiPS)","","","","",""
"2007 IEEE Workshop on Signal Processing Systems (SiPS)","","","","",""
"2007 IEEE Workshop on Signal Propagation on Interconnects (SPI)","Computing & IT, Education, Communications","","","",""
"2007 IEEE Workshop on Signal Propagation on Interconnects (SPI)","","","","",""
"2007 IEEE Workshop on Silicon Errors in Logic - System Effects (SELSE)","Education, Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE-IAS/PCA Cement Industry Conference","","","","",""
"2007 IEEE-RAS/IFRR School of Robotics Science on Learning","Computing & IT","","","",""
"2007 IEEE/ACM 7th Joint Conference on Digital Libraries (JCDL)","Computing & IT, Education, Communications","","","",""
"2007 IEEE/ACM 10th International Conference on Model Driven Engineering Languages and Systems (MODELS) (formerly UML)","Education, Computing & IT","","","",""
"2007 IEEE/ACM International Conference on Computer-Aided Design (ICCAD)","Computing & IT","","","",""
"2007 IEEE/ACM International Conference on Computer-Aided Design (ICCAD)","","","","",""
"2007 IEEE/ACM International Conference on Computer-Aided Design (ICCAD)","Computing & IT, Energy, Manufacturing & Devices, Education, Healthcare","","","",""
"2007 IEEE/ACM International Conference on Computer-Aided Design (ICCAD)","","","","",""
"2007 IEEE/ACM International Conference on Computer-Aided Design (ICCAD)","Defense, Computing & IT, Education, Communications","","","",""
"2007 IEEE/ACS International Conference on Computer Systems and Applications (AICCSA)","Computing & IT, Communications, Education, Manufacturing & Devices","","","",""
"2007 IEEE/AFRL Transmission Meeting 29th Review of Atmospheric Transmission Models","","","","",""
"2007 IEEE/AIAA 26th Digital Avionics Systems Conference (DASC)","","","","",""
"2007 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM)","","","","",""
"2007 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM)","Transportation, Computing & IT, Manufacturing & Devices","","","",""
"2007 IEEE/CPMT 23rd Semiconductor Thermal Measurement, Modeling & Management Symposium (SEMI-THERM)","","","","",""
"2007 IEEE/CPMT TC-7 Workshop on Accelerated Stress Testing & Reliability (ASTR)","","","","",""
"2007 IEEE/DATC Workshop on Electronic Design Processes (EDP)","Education, Computing & IT","","","",""
"2007 IEEE/IAS Industrial & Commercial Power Systems Technical Conference (I&CPS)","","","","",""
"2007 IEEE/IAS PCIC Electrical Safety Workshop","","","","",""
"2007 IEEE/ICME International Conference on Complex Medical Engineering - CME 2007","","","","",""
"2007 IEEE/LEOS International Conference on Optical MEMS and Nanophotonics","","","","",""
"2007 IEEE/LEOS Semiconductor Laser Workshop","Defense, Computing & IT, Communications, Manufacturing & Devices","","","",""
"2007 IEEE/LEOS Summer Topical Meeting Series","","","","",""
"2007 IEEE/MTT-S International Microwave Symposium - MTT 2007","","","","",""
"2007 IEEE/NIH Life Science Systems and Applications Workshop (LISA)","","","","",""
"2007 IEEE/NIH Life Science Systems and Applications Workshop (LISA)","","","","",""
"2007 IEEE/NIH Life Science Systems and Applications Workshop (LISA)","Healthcare","","","",""
"2007 IEEE/OES Autonomous Underwater Vehicles (AUV) (Conference Date Change)","","","","",""
"2007 IEEE/OES Chile-US Workshop on Ocean Engineering (CONFERENCE POSTPONED TILL 2008)","","","","",""
"2007 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2007)","","","","",""
"2007 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2007)","Computing & IT, Healthcare, Education, Manufacturing & Devices","","","",""
"2007 IEEE/SEMI Advanced Semiconductor Manufacturing Conference (ASMC)","","","","",""
"2007 IEEE/SEMI Advanced Semiconductor Manufacturing Conference (ASMC)","","","","",""
"2007 IEEE/SP 14th Workshop on Statistical Signal Processing (SSP)","","","","",""
"2007 IEEE/WIC/ACM International Conference on Intelligent Agent Technology (IAT)","Computing & IT, Manufacturing & Devices, Communications, Education, Financial Services","","","",""
"2007 IEEE/WIC/ACM International Conference on Web Intelligence (WI)","Computing & IT, Entertainment, Communications, Education","","","",""
"2007 IEEJ International Analog VLSI Workshop","","","","",""
"2007 IFIP International Conference on Very Large Scale Integration (VLSI-SoC)","Defense, Computing & IT, Education, Communications","","","",""
"2007 IFIP International Conference on Wireless and Optical Communications Networks - (WOCN)","Communications","","","",""
"2007 Inaugural IEEE International Conference on Digital Ecosystems and Technologies (DEST)","","","","",""
"2007 Information Theory and Applications Workshop (ITA)","Communications, Computing & IT","","","",""
"2007 Innovation and Entrepreneurship in Robotics and Automation Workshop (IERA)","Manufacturing & Devices","","","",""
"2007 Innovations in Information Technologies (IIT)","Communications, Computing & IT","","","",""
"2007 Integrated Communications, Navigation and Surveillance Conference (ICNS)","","","","",""
"2007 International Aegean Conference on Electrical Machines and Power Electronics (ACEMP) and Electromotion","","","","",""
"2007 International Aegean Conference on Electrical Machines and Power Electronics (ACEMP) and Electromotion","","","","",""
"2007 International Broadcasting Convention - IBC 2007","","","","",""
"2007 International Colloquium on Information Fusion","","","","",""
"2007 International Colloquium on Information Fusion","","","","",""
"2007 International Conference of Communications, Circuits and Systems (ICCCAS)","","","","",""
"2007 International Conference on Accelerator and Large Experimental Physics Control Systems (ICALEPCS)","","","","",""
"2007 International Conference on Applied Electronics (AE)","","","","",""
"2007 International Conference on Artificial Neural Networks (ICANN)","","","","",""
"2007 International Conference on Biometrics (ICB)","Healthcare, Education, Computing & IT","","","",""
"2007 International Conference on Clean Electrical Power (ICCEP)","","","","",""
"2007 International Conference on Collaborative Computing: Networking, Applications and Worksharing (CollaborateCom)","Critical Infrastructure, Computing & IT, Education","","","",""
"2007 International Conference on Computer & Information Science (ICIS)","Computing & IT, Education, Communications","","","",""
"2007 International Conference on Control, Automation and Systems (ICCAS)","","","","",""
"2007 International Conference on Control, Automation and Systems (ICCAS)","","","","",""
"2007 International Conference on Control, Automation and Systems (ICCAS)","Manufacturing & Devices, Communications, Transportation, Healthcare, Computing & IT, Environment","","","",""
"2007 International Conference on COTS-Based Software Systems (ICCBSS)","Financial Services, Computing & IT, Communications, Education","","","",""
"2007 International Conference on Design & Technology of Integrated Systems in Nanoscale Era (DTIS)","","","","",""
"2007 International Conference on Distributed Computing in Sensor Systems (DCOSS)","Defense, Computing & IT, Education, Communications","","","",""
"2007 International Conference on Distributed Event-Based Systems (DEBS)","Education, Computing & IT","","","",""
"2007 International Conference on Electrical Machines and Systems (ICEMS)","","","","",""
"2007 International Conference on Electromagnetic Near-Field Characterization and Imaging (ICONIC)","","","","",""
"2007 International Conference on Electromagnetic Near-Field Characterization and Imaging (ICONIC)","Healthcare, Communications, Energy, Manufacturing & Devices","","","",""
"2007 International Conference on Electromagnetics in Advanced Applications (ICEAA)","","","","",""
"2007 International Conference on Electromagnetics in Advanced Applications (ICEAA)","","","","",""
"2007 International Conference on Electromagnetics in Advanced Applications (ICEAA)","","","","",""
"2007 International Conference on Electronic Materials and Packaging (EMAP 2007)","","","","",""
"2007 International Conference on Electron, Ion and Photon Beam Technology and Nanofabrication (EIPBN)","","","","",""
"2007 International Conference on Embedded Computer Systems: Architectures, Modeling, and Simulation (SAMOS)","","","","",""
"2007 International Conference on Enterprise Networking and Services (EntNet 2007) (co-located with IEEE GLOBECOM 2007)","Entertainment, Energy, Communications, Financial Services, Defense, Transportation, Healthcare, Education, Retail","","","",""
"2007 International Conference on e-Business (ICE-B)","","","","",""
"2007 International Conference on Field Programmable Logic and Applications (FPL)","","","","",""
"2007 International Conference on Field- Programmable Technology (FPT)","","","","",""
"2007 International Conference on Functional Imaging and Modeling of the Heart (FIMH)","Healthcare","","","",""
"2007 International Conference on Fuzzy Systems and Knowledge Discovery (FSKD)","","","","",""
"2007 International Conference on High Performance Computing - India  (HiPC)","Education, Computing & IT","","","",""
"2007 International Conference on Information Acquisition (ICIA)","Computing & IT, Manufacturing & Devices","","","",""
"2007 International Conference on Information and Communication Technologies and Development (ICTD)","","","","",""
"2007 International Conference on Information Networking (ICOIN)","Communications, Computing & IT","","","",""
"2007 International Conference on Integration of Knowledge Intensive Multi-Agent Systems (KIMAS 2007)","","","","",""
"2007 International Conference on Integration of Knowledge Intensive Multi-Agent Systems (KIMAS 2007)","","","","",""
"2007 International Conference on Intelligent Engineering Systems (INES)","","","","",""
"2007 International Conference on Intelligent Sensors, Sensor Networks and Information Processing (ISSNIP)","Computing & IT, Healthcare, Communications, Manufacturing & Devices","","","",""
"2007 International Conference on Intelligent Systems Applications to Power Systems (ISAP)","","","","",""
"2007 International Conference on Intelligent & Advanced Systems (ICIAS)","","","","",""
"2007 International Conference on Machine Learning and Applications (ICMLA)","","","","",""
"2007 International Conference on Machine Learning and Cybernetics (ICMLC)","","","","",""
"2007 International Conference on Management Science and Engineering (ICMSE)","Communications, Energy, Retail, Healthcare, Manufacturing & Devices, Agriculture, Education, Entertainment, Computing & IT, Critical Infrastructure, Transportation, Financial Services, Defense, Environment","","","",""
"2007 International Conference on Mechatronics and Automation (ICMA) (Formerly ICIMA)","Healthcare, Computing & IT, Manufacturing & Devices","","","",""
"2007 International Conference on Microelectronics - ICM","","","","",""
"2007 International Conference on Microwave and Millimeter Wave Technology (ICMMT)","","","","",""
"2007 International Conference on Mobile Data Management (MDM)","Education, Computing & IT","","","",""
"2007 International Conference on Multimedia and Ubiquitous Engineering (MUE)","","","","",""
"2007 International Conference on Natural Computation (ICNC)","","","","",""
"2007 International Conference on Natural Language Processing and Knowledge Engineering (NLP-KE)","","","","",""
"2007 International Conference on Network Control and Optimization (NET-COOP)","","","","",""
"2007 International Conference on Networking, Architecture, and Storage (NAS)","Entertainment, Manufacturing & Devices, Healthcare, Communications, Education, Financial Services, Defense, Computing & IT","","","",""
"2007 International Conference on Numerical Simulation of Optoelectronics Devices (NUSOD)","","","","",""
"2007 International Conference on Parallel and Distributed Systems (ICPADS)","Education, Computing & IT","","","",""
"2007 International Conference on Parallel Architectures and Compilation Techniques (PACT)","Education, Computing & IT","","","",""
"2007 International Conference on Perspective Technologies and Methods in MEMS Design (MEMSTECH)","","","","",""
"2007 International Conference on Power Electronics and Drives Systems (PEDS 2007)","","","","",""
"2007 International Conference on Power Electronics and Drives Systems (PEDS 2007)","","","","",""
"2007 International Conference on Power Electronics and Drives Systems (PEDS 2007)","","","","",""
"2007 International Conference on Power Engineering, Energy and Electrical Drives (POWERENG)","","","","",""
"2007 International Conference on Power Systems (ICPS)","","","","",""
"2007 International Conference on Radar Systems (Radar)","","","","",""
"2007 International Conference on Robotics, Visions, Information and Signal Processing (ROVISP 2007)","","","","",""
"2007 International Conference on Security and Cryptography (SECRYPT)","","","","",""
"2007 International Conference on Self-Organization and Autonomous Systems in Computing and Communications (SOAS)","","","","",""
"2007 International Conference on Service Systems and Service Management (ICSSSM 2007)","","","","",""
"2007 International Conference on Signal Processing and Multimedia Applications (SIGMAP)","","","","",""
"2007 International Conference on Simulation of Semiconductor Processes and Devices (SISPAD 2007)","","","","",""
"2007 International Conference on Software in Telecommunications and Computer Networks - (SoftCOM 2007)","Communications, Computing & IT","","","",""
"2007 International Conference on Solid State Devices and Materials (SSDM)","","","","",""
"2007 International Conference on Systems Engineering and Modeling (ICSEM)","","","","",""
"2007 International Conference on Transparent Optical Networks (ICTON 2007)","","","","",""
"2007 International Conference on Ubiquitous Robots and Ambient Intelligence (URAmI)","Computing & IT","","","",""
"2007 International Conference on Wavelet Analysis and Pattern Recognition (ICWAPR)","","","","",""
"2007 International Conference on Wireless Communications, Networking and Mobile Computing (WiCOM) (Formerly WCNM)","Communications, Computing & IT","","","",""
"2007 International Conference on Wireless Information Networks and Systems (WINSYS)","","","","",""
"2007 International Conference The Experience of Designing and Applications of CAD Systems in Microelectronics (CADSM)","","","","",""
"2007 International Electrostatic Discharge Workshop (IEW)","","","","",""
"2007 International Electrostatic Discharge Workshop (IEW)","","","","",""
"2007 International Forum on Strategic Technology (IFOST)","","","","",""
"2007 International Image Sensor Workshop (Formerly CCD & AIS)","","","","",""
"2007 International Joint Conference on Computer, Information, and Systems Sciences, and Engineering (CISSE 2007)","Computing & IT, Manufacturing & Devices, Transportation, Communications, Education","","","",""
"2007 International Joint Conference on e-Business and Telecommunications (ICETE)","","","","",""
"2007 International Joint Conference on Neural Networks (IJCNN 2007 - Orlando)","","","","",""
"2007 International Kharkiv Symposium Physics and Engrg. of Millimeter and Sub-Millimeter Waves (MSMW)","","","","",""
"2007 International Kharkiv Symposium Physics and Engrg. of Millimeter and Sub-Millimeter Waves (MSMW)","","","","",""
"2007 International Kharkiv Symposium Physics and Engrg. of Millimeter and Sub-Millimeter Waves (MSMW)","","","","",""
"2007 International Meeting for Future of Electron Devices, Kansai (IMFEDK)","","","","",""
"2007 International Microprocesses and Nanotechnology Conference (MNC)","","","","",""
"2007 International Microsystems, Packaging, Assembly and Circuits Technology Conference (IMPACT)","","","","",""
"2007 International Nano-Optoelectronics Workshop (i-NOW)","","","","",""
"2007 International Power Engineering Conference (IPEC)","","","","",""
"2007 International Quantum Electronics Conference (CLEO/Europe-IQEC 2007)","Computing & IT, Manufacturing & Devices, Communications","","","",""
"2007 International RuleML Symposium on Rule Interchange and Applications (RuleML)","","","","",""
"2007 International Semiconductor Conference (CAS 2007)","","","","",""
"2007 International Semiconductor Device Research Symposium (ISDRS)","","","","",""
"2007 International SoC Design Conference (ISOCC)","","","","",""
"2007 International SpaceWire Conference","","","","",""
"2007 International Special Topic Conference on Information Technology Applications in Biomedicine (ITAB 2007)","Healthcare, Computing & IT, Communications","","","",""
"2007 International Symposium ELMAR focused on Mobile Multimedia","","","","",""
"2007 International Symposium on Advanced Gate Stack Technology (ISAGST) (Formerly IWGST)","","","","",""
"2007 International Symposium on Antennas & Propagation (ISAP)","","","","",""
"2007 International Symposium on Applications and the Internet (SAINT)","Computing & IT, Entertainment, Communications, Education, Financial Services","","","",""
"2007 International Symposium on Autonomous Decentralized Systems (ISADS 2007)","Entertainment, Communications, Financial Services, Computing & IT, Manufacturing & Devices, Defense, Healthcare, Critical Infrastructure, Education","","","",""
"2007 International Symposium on Communications and Information Technologies (ISCIT)","","","","",""
"2007 International Symposium on Computational Intelligence and Intelligent Informatics (ISCIII)","","","","",""
"2007 International Symposium on Computational Intelligence in Robotics and Automation - (CIRA 2007)","Healthcare, Computing & IT, Manufacturing & Devices","","","",""
"2007 International Symposium on Electromagnetic Compatibility","Transportation, Defense, Critical Infrastructure, Environment","","","",""
"2007 International Symposium on High Capacity Optical Networks and Enabling Technologies (HONET)","Communications","","","",""
"2007 International Symposium on High Density Design Packaging and Microsystem Integration (HDP)","","","","",""
"2007 International Symposium on Industrial Embedded Systems (SIES)","","","","",""
"2007 International Symposium on Intelligent Signal Processing and Communications Systems (ISPACS 2007)","","","","",""
"2007 International Symposium on Logistics and Industrial Informatics (LINDI 2007)","","","","",""
"2007 International Symposium on Low Power Electronics and Design - ISLPED","","","","",""
"2007 International Symposium on Low Power Electronics and Design - ISLPED","","","","",""
"2007 International Symposium on Low Power Electronics and Design - ISLPED","","","","",""
"2007 International Symposium on Microwave, Antenna, Propagation and EMC Technologies for Wireless Communications (MAPE 2007)","","","","",""
"2007 International Symposium on Microwave, Antenna, Propagation and EMC Technologies for Wireless Communications (MAPE 2007)","","","","",""
"2007 International Symposium on Microwave, Antenna, Propagation and EMC Technologies for Wireless Communications (MAPE 2007)","Communications","","","",""
"2007 International Symposium on Micro-NanoMechatronics and Human Science (MHS)","Computing & IT, Healthcare, Communications, Manufacturing & Devices","","","",""
"2007 International Symposium on Networks-on-Chips (NoCS)","","","","",""
"2007 International Symposium on Networks-on-Chips (NoCS)","Defense, Computing & IT, Education, Communications","","","",""
"2007 International Symposium on Neural Networks (ISNN)","","","","",""
"2007 International Symposium on Nonlinear Theory and Its Applications - NOLTA","","","","",""
"2007 International Symposium on Optical Memory (ISOM)","","","","",""
"2007 International Symposium on Performance Evaluation of Computer & Telecommunication Systems (SPECTS)","Communications, Computing & IT","","","",""
"2007 International Symposium on Performance Evaluation of Computer & Telecommunication Systems (SPECTS)","","","","",""
"2007 International Symposium on Power Semiconductor Devices & IC's (ISPSD)","","","","",""
"2007 International Symposium on Quality of Electronic Design (ISQED)","","","","",""
"2007 International Symposium on Quality of Electronic Design (ISQED)","","","","",""
"2007 International Symposium on Quality of Electronic Design (ISQED)","","","","",""
"2007 International Symposium on Signals, Circuits and Systems - ISSCS 2007","","","","",""
"2007 International Symposium on Signals, Systems and Electronics (ISSSE '07)","","","","",""
"2007 International Symposium on System-on-Chip - SOC","","","","",""
"2007 International Symposium on VLSI Design, Automation and Test (VLSI-DAT)","","","","",""
"2007 International Symposium on VLSI Design, Automation and Test (VLSI-DAT)","","","","",""
"2007 International Symposium on VLSI Design, Automation and Test (VLSI-DAT)","","","","",""
"2007 International Symposium on VLSI Technology, Systems, and Applications (VLSI-TSA)","","","","",""
"2007 International Symposium on VLSI Technology, Systems, and Applications (VLSI-TSA)","","","","",""
"2007 International Symposium on VLSI Technology, Systems, and Applications (VLSI-TSA)","","","","",""
"2007 International Topical Meeting on Microwave Photonics (MWP 2007)","","","","",""
"2007 International Topical Meeting on Microwave Photonics (MWP 2007)","Defense, Computing & IT, Communications","","","",""
"2007 International Waveform Diversity & Design Conference","","","","",""
"2007 International Waveform Diversity & Design Conference","","","","",""
"2007 International Waveform Diversity & Design Conference","","","","",""
"2007 International Waveform Diversity & Design Conference","","","","",""
"2007 International Week on Management of Networks and Services (MANWEEK 2007)","Communications, Computing & IT","","","",""
"2007 International Workshop on Antenna Technology Small and Smart Antennas, Metamaterials and Applications (iWAT)","","","","",""
"2007 International Workshop on Content-Based Multimedia Indexing (CBMI)","","","","",""
"2007 International Workshop on Cross Layer Design (IWCLD 2007)","Communications","","","",""
"2007 International Workshop on Electron Devices and Semiconductor Technology (EDST)","","","","",""
"2007 International Workshop on Junction Technology (IWJT)","","","","",""
"2007 International Workshop on Logic & Synthesis (IWLS)","Healthcare, Education, Computing & IT","","","",""
"2007 International Workshop on Mobile Computing Technologies for Pervasive Healthcare","Computing & IT, Healthcare, Communications, Manufacturing & Devices","","","",""
"2007 International Workshop on Multidimensional (nD) Systems (nDS 2007)","","","","",""
"2007 International Workshop on Multi-Carrier Spread Spectrum (MC-SS 2007)","Communications","","","",""
"2007 International Workshop on Nonlinear Dynamics of Electronic Systems (NDES 2007)","","","","",""
"2007 International Workshop on Optoelectronic Physics and Technology (OPT 2007)","Computing & IT, Manufacturing & Devices, Communications","","","",""
"2007 International Workshop on Physics of Semiconductor Devices (IWPSD)","","","","",""
"2007 International Workshop on Robotic and Sensors Environments (ROSE)","Critical Infrastructure, Manufacturing & Devices, Environment","","","",""
"2007 International Workshop on Satellite and Space Communications (IWSSC)","Communications","","","",""
"2007 International Workshop on Self-Organizing Systems (IWSOS)","Communications, Computing & IT","","","",""
"2007 International Workshop on Signal Processing for Wireless Communications (SPWC)","","","","",""
"2007 International Workshop on System  Level Interconnect Prediction (SLIP)","Education, Computing & IT","","","",""
"2007 International Workshop on the Analysis of Multi-temporal Remote Sensing Images (Multi-Temp)","","","","",""
"2007 International Workshop on Volume Graphics (VG)","Entertainment, Education, Computing & IT","","","",""
"2007 International Workshop - Power and Timing Modeling, Optimization and Simulation (PATMOS 2007)","","","","",""
"2007 International Workshop - Power and Timing Modeling, Optimization and Simulation (PATMOS 2007)","Defense, Computing & IT, Education, Communications","","","",""
"2007 Intl. Conference on Complex and Distributed Systems (CODS) and 2007 Intl. Conference on Adaptive Business Systems (ICABS)","","","","",""
"2007 Intl. Conf. on Thermal, Mechanical & Multi-Physics Simulation and Experiments in Microelectronics and Micro Systems (EuroSimE)","","","","",""
"2007 iREP Symposium - Bulk Power System Dynamics and Control - VII Revitalizing Operational Reliability","","","","",""
"2007 IST Mobile & Wireless Communications Summit","Communications","","","",""
"2007 Joint 32nd Intl. Conference on Infrared and Millimeter Waves and 15th Intl. Conference on Terahertz Electronics (IRMMW & THz)","","","","",""
"2007 Joint 50th IEEE Intl. Midwest Symposium on Circuits and Systems (MWSCAS) and the IEEE North-East Workshop on Circuits and Systems (NEWCAS)","","","","",""
"2007 Joint Eurographics/IEEE VGTC Symposium on Visualization (EUROVIS)","Computing & IT, Entertainment, Communications, Education","","","",""
"2007 Joint Meeting of the European Frequency and Time Forum (EFTF) and the IEEE International Frequency Control Symposium (FCS)","","","","",""
"2007 Joint Mtg. of the 6th Intl. Symp. on Noninvasive Functional Source Imaging & the Intl. Conf. on Functional Biomedical Imaging(NFSI&ICFBI)","Healthcare, Computing & IT, Manufacturing & Devices","","","",""
"2007 Korea-Japan Microwave Conference (KJMW 2007)","","","","",""
"2007 Large Engineering Systems Conference on Power Engineering (Lescope 2007)","","","","",""
"2007 Latin American Autonomic Computing Symposium (LAACS)","Education, Computing & IT","","","",""
"2007 Latin American Network Operations and Management Symposium - (LANOMS 2007)","Communications","","","",""
"2007 Loughborough Antennas & Propagation Conference (LAPC)","","","","",""
"2007 Mediterranean Conference on Control & Automation (MED 2007)","","","","",""
"2007 Mediterranean Conference on Control & Automation (MED 2007)","Computing & IT, Critical Infrastructure, Manufacturing & Devices, Transportation, Communications","","","",""
"2007 Mediterranean Microwave Symposium (MMS)","","","","",""
"2007 Mediterranean Microwave Symposium (MMS)","","","","",""
"2007 MObile Networks for Vehicular Environments (MOVE)  (Inconjunction with IEEE INFOCOM 2007)","Transportation, Computing & IT, Communications","","","",""
"2007 Mosharaka International Conference on Communication Systems and Circuits (M-CSC 2007)","","","","",""
"2007 Multi-Processor System-on-Chip (MPSoC)","","","","",""
"2007 Multi-Processor System-on-Chip (MPSoC)","Defense, Computing & IT, Education, Communications","","","",""
"2007 National Fiber Optic Engineers Conference NFOEC 2007","Communications","","","",""
"2007 National Fiber Optic Engineers Conference NFOEC 2007","Critical Infrastructure, Manufacturing & Devices, Communications, Education, Computing & IT, Untitled entry (ID: 85412), Entertainment","","","",""
"2007 National Radio Science Conference (NRSC)","","","","",""
"2007 Next Generation Internet Networks (NGI) - 3rd EURO-NGI Conference on Next Generation Internet Networks Design and Engineering for Heterogeneity","Communications, Computing & IT","","","",""
"2007 Non-Volatile Memory Technology Symposium (NVMTS)","","","","",""
"2007 NORCHIP","","","","",""
"2007 North Atlantic Test Workshop (NATW)","Education, Computing & IT, Manufacturing & Devices","","","",""
"2007 NSF Workshop on BioSurveillance Systems and Case Studies (BioSurveillance 2007)","","","","",""
"2007 Offshore Technology Conference - OTC 2007","","","","",""
"2007 Open Source Solutions for Multi-Center Information Management (MCIM)","Healthcare, Computing & IT, Communications","","","",""
"2007 Optical Data Storage Topical Meeting - ODS","","","","",""
"2007 Pacific Asian Workshop on Intelligence and Security Informatics (PAISI)","","","","",""
"2007 Photonics in Switching (PS)","Critical Infrastructure, Computing & IT, Communications","","","",""
"2007 Ph.D. Research in Microelectronics and Electronics (PRIME)","","","","",""
"2007 Picture Coding Symposium (PCS)","","","","",""
"2007 Plain Talk about the Electric Power System for the Non-Power Engineering Professional","","","","",""
"2007 Plug-In Hybrids: Accelerating Progress","","","","",""
"2007 Plug-In Hybrids: Accelerating Progress","","","","",""
"2007 Plug-In Hybrids: Accelerating Progress","","","","",""
