Type,ID,Name,Description,URL,Tags,Society Abbreviations,Conference Year,Standard Status,Standard Technical Committees,Keywords,Priority,Completed,Project Code,PubID,Date
education,UH3393,Doing Innovation: Creating Economic Value - Book 1: Perspectives on Innovation,"The first e-book in IEEE-USA’s new Innovation Series, Doing Innovation:  Creating Economic Value -- Perspectives on Innovation, is written by Gerard H. (Gus) Gaynor, Retired 3M Director of Engineering, and President of IEEE’s Technology Management Council. Topics in Perspectives on Innovation include:  An Historical Background of Innovation; Ambiguities Associated with Innovation; Basic Concepts Associated with Innovation; Continuum from Idea to Innovation; Types of Innovation; and How Innovation Takes Place.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7751&top.title=Doing+Innovation%3A+Creating+Economic+Value+-+Book+1%3A+Perspectives+on+Innovation,"Innovation| Business| New Business Development Committee| Product development| Innovation management| Research and development management| Marketing management| Market research| Market opportunities",IEEE-USA,,,,"IEEE-USA, innovation",yes,No,,,5/9/2009
education,UH3614,University-Private Sector Research Partnerships in the Innovation Ecosystem,Public domain document provided through the IEEE-USA e-book catalogue as an informational service to IEEE members.,https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7750&top.title=GovDoc%3A+University-Private+Sector+Research+Partnerships+in+the+Innovation+Ecosystem,"Innovation| Business| New Business Development Committee| Product development| Innovation management| Research and development management| Marketing management| Market research| Market opportunities",IEEE-USA,,,,"IEEE-USA, research partnerships, innovation, policy",yes,No,,,5/9/2011
education,UH3613,National Science Board - Science and Engineering Indicators 2008 (Vol. 1),Public domain document provided through the IEEE-USA e-book catalogue as an informational service to IEEE members.,https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7749&top.title=GovDoc%3A+Science+and+Engineering+Indicators+2008%2C+Volume+1,"Engineering - general| Documentation| Science - general",IEEE-USA,,,,"IEEE-USA, science and engineering indicators, policy, workforce",yes,No,,,5/9/2011
education,UH3612,Smart Grid: Enabler of the New Economy Advisory Committee,Public domain document provided through the IEEE-USA e-book catalogue as an informational service to IEEE members.,https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7748&top.title=GovDoc%3A+Smart+Grid%3A++Enabler+of+the+New+Energy+Economy,"Energy| Energy capture| Energy conservation| Energy harvesting| Energy management| Energy measurement| Energy storage| Energy resources| Energy Policy Committee| Power grids| Smart grids",IEEE-USA,,,,"IEEE-USA, smart grid, economy, energy",yes,No,,,5/9/2011
education,CD0036,Would Have Liked to Know That - Book 2: Managing Your Manager,"Have you ever said to yourself, “Things would be so much better, if only my manager were different”? If you’ve ever worked for a difficult manager, you’ve thought it more than once. The reality is, you don’t get to choose your manager, and your manager’s behavior is unlikely to change. The only thing you can do is choose your strategy for working with your manager, and your responses to your manager. Your manager is giving you clues on how you should work with him. You will learn what those clues are, what they mean, and how to use them as you work with your manager. This e-book will help you develop effective persuasion strategies for working with your manager. When you use these strategies, you will be more productive, have less stress, and be more likely to get what you want, as you work with your manager.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=77156&top.title=Would+Have+Liked+to+Know+That+-+Book+2%3A+Managing+Your+Manager,"Engineering management| Management| Career development| Employee welfare| Organizations| Continuing professional development",IEEE-USA,,,,"IEEE-USA, career, communication, managing",yes,No,,,3/25/2013
education,GD0032,PCAST Report to the President and Congress Designing a Digital Future: Federally Funded Research and Development in Networking and Information Technology - Jan 2013,"The Federal Government coordinates its unclassified NIT research and development investments through the Networking and Information Technology Research and Development (NITRD) program, which helps ensure that the Nation effectively leverages its strengths, avoids duplication, and increases interoperability in such areas as supercomputing, high-speed networking, cybersecurity, software engineering, and information management. The current study finds that important NITRD investments responsive to the 2010 recommendations have been made, with notable progress in the multi-agency investments in “big data,” NIT-enabled interaction with the physical world, health IT, and cybersecurity.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=77157&top.title=PCAST+Report+to+the+President+and+Congress+Designing+a+Digital+Future+-+January+2013,"Supercomputers| Computers| Computer security| Cyberspace| Government| Research and development| Next generation networking| Information technology| Information management| Software engineering",IEEE-USA,,,,"IEEE-USA, research, R&D, policy, IT, networking",yes,No,,,4/10/2013
education,CD0037,2013 IEEE-USA Employment Survey Report,"The IEEE-USA Employment Assistance Committee has continued its interest in developing a better understanding of the problem of unemployment among older engineers, by conducting a survey of engineers who were unemployed at some point during the 2011 IEEE membership year. The first survey was conducted in 1995, with replications in 1996, 1998, 2002, 2004, 2006, 2008, 2010, 2011, and again in 2013.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=77158&top.title=2013+IEEE-USA+Employment+Survey+Report,"Retirement| Termination of employment| Unemployment| Economics| Finance| Planning| Employment""
",IEEE-USA,,,,"IEEE-USA, career, employment",yes,No,,,4/10/2013
education,CD0038,Employment Network Grants Report,"The purpose of this IEEE-USA report is to review the effectiveness of IEEE-USA's employment network strategy in assisting unemployed IEEE members in finding work. This report will showcase best practices, as well as dos and dont's in implementing an Employment Network in a local IEEE Section. After reading this report, IEEE-USA believes IEEE Regions and Sections will have a more clear idea about how they can put their own employment network strategy into place. IEEE-USA also believes this report will provide Regions and Sections with some advice on how to start and organize an effective Employment Network.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=77159&top.title=Employment+Network+Grants+Report,"Termination of employment| Unemployment| Economics| Planning| Employment| Data collection| Data communication",IEEE-USA,,,,"IEEE-USA, career, employment",yes,No,,,4/19/2013
education,CD0039,The Best of Backscatter from Today's Engineer  (Vol. 4),"The fourth volume in this series by former Editor of IEEE Spectrum, Don Christiansen, is based on a selection of his columns related to engineering design and development, the engineering workplace, digital issues, the history of the profession, and public recognition of engineers.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=77160&top.title=The+Best+of+Backscatter+from+IEEE-USA+Today%27s+Engineer+-+Volume+4,"Career development| Career policy| Career Maintenance and Development Committee| Continuing professional development| Educational activities| Professional activities",IEEE-USA,,,,"IEEE-USA, Today's Engineer, Backscatter, career, policy",yes,No,,,5/8/2013
education,UH3601,The Plum Book: 2008 Edition (United States Government Policy and Supporting Positions),Public domain document provided through the IEEE-USA e-book catalogue as an informational service to IEEE members.,https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7740&top.title=GovDocs%3A+The+Plum+Book%3A+2008+Edition,"Government| Public Policy| Legal factors| Governmental factors| Ethical aspects| Law enforcement",IEEE-USA,,,,"IEEE-USA, policy",yes,No,,,3/9/2011
education,UH3611,"The Globalization of R&D Innovation: Scale, Drivers, Consequences and Policy Options",Public domain document provided through the IEEE-USA e-book catalogue as an informational service to IEEE members. [15 pages; 230 MB PDF download],https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7742&top.title=GovDocs%3A+The+Globalization+of+R%26D+%26+Innovation%3A+Scale%2C+Drivers%2C+Consequences+%26+Policy+Options,"Technological Innovation| Government Policies| History| Research and development| Innovation management| Organizational aspects| Organizations",IEEE-USA,,,,"IEEE-USA, globalization, R&D, research, innovation, policy",yes,No,,,3/9/2011
education,UH3610,A History of the Committee on Science and Technology: 1958-2008,Public domain document provided through the IEEE-USA e-book catalogue as an informational service to IEEE members.,https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7741&top.title=GovDocs%3A+A+History+of+the+Committee+on+Science+and+Technology,"Educational activities| Education courses| Educational programs| Educational technology| Science - general| Technology| Engineering - general",IEEE-USA,,,,"IEEE-USA, history, policy",yes,No,,,3/9/2011
education,UH2984,Launching Your Career - Book 4: Your Key to an Enjoyable and Rewarding Career,"This e-book is a guide for engineering students who are about to begin their career, or the engineer who is just launching his or her career. A number of practical ideas and thoughts are suggested that can help you make lifelong learning a priority in pursuing an exciting and rewarding career.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7739&top.title=Launching+Your+Career%3A+Lifelong+Learning,"Career development| Career policy| Career Maintenance and Development Committee| Continuing professional development| Educational activities| Professional activities",IEEE-USA,,,,"IEEE-USA, GOLD, career, employment",yes,No,,,2/9/2011
education,UH2983,Launching Your Career - Book 3: A Practitioners Guide to Leadership,"Becoming an effective leader is important, because effective leadership can make the difference between a good organization and a great organization. A compilation of insights from numerous scholarly references and the author’s personal leadership experiences, Launching Your Career: A Practitioner’s Guide to Leadership provides a starting point for those interested in becoming more effective leaders by stimulating thought, motivating practice, and inspiring reflection. This succinct e-book covers the spectrum of leadership development, including leadership theories, principles of leadership, leadership traits, the distinction between managers and leaders, team composition and diversity of opinion, individual and group dynamics and running effective meetings.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7738&top.title=Launching+Your+Career%3A+A+Practitioner%27s+Guide+to+Leadership,"Career development| Career policy| Career Maintenance and Development Committee| Continuing professional development| Educational activities| Professional activities",IEEE-USA,,,,"IEEE-USA, GOLD, career, employment, leadership",yes,No,,,1/9/2011
education,UH3381,IEEE-USA Unemployment Survey - 2008 Edition,"This report on the 2008 IEEE-USA Unemployed Members Survey provides a comprehensive portrait of IEEE's unemployed U.S. membership and offers insights into the causes -- and remedies -- for loss of employment among technical professionals. The first section reports the percentage distribution or means response for each of the questions in the survey. The second reports the results of selected cross tabulations that focus on age and various aspects of employment status. The third reports the results of a multivariate analysis that focuses on the impact of age on the duration of unemployment when other factors are held constant. The final section compares some of the current results to those in 1995, 1996, 1998, 2002, 2004 and 2006.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7737&top.title=IEEE-USA+Unemployment+Survey+2008,"Retirement| Termination of employment| Unemployment| Economics| Finance| Planning| Employment""
",IEEE-USA,,,,"IEEE-USA, GOLD, career, employment",yes,No,,,1/9/2011
education,UH2982,Launching Your Career - Book 2: How to Make the Transition from Classroom to the Office,"Getting acquainted with the real world can be tough. However, if you anticipate the challenges ahead, your transition to working America will be much smoother. By learning and adjusting to the ways that the workplace is different than the classroom, you can get your career off to a fast and satisfying start. This e-book tells you what you need to know to succeed in the working world. Learn how to: Make a great first impression; Learn the company’s culture; Understand that you are a new hire; Get to know people; and Master your job.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7736&top.title=Launching+Your+Career%3A+How+to+Make+the+Transition+from+the+Classroom+to+the+Office,"Career development| Career policy| Career Maintenance and Development Committee| Continuing professional development| Educational activities| Professional activities",IEEE-USA,,,,"IEEE-USA, GOLD, career, employment",yes,No,,,11/1/2008
education,UH3333,Perspectives on the Management of Technology,"In Perspectives on the Management of Technology, IEEE Technology Management Council President Gus Gaynor provides an overview of the discipline of Management of Technology (MOT), including general background, current status of MOT, steps needed to develop MOT as a recognized academic discipline and provide a positive impact on industry operations. ""Managing any professional is an oxymoron. Why? Because it's difficult, if not impossible, to manage knowledge workers (in the classical sense) who are hired to demonstrate their thinking, their creativity, and their dedication in developing new products, new services and new processes. The best any manager can do is manage the ""activities"" of technology professionals and the interaction with other professionals in meeting organizational objectives. Technology managers must differentiate between managing technology professionals and managing their activities. What does this technology manager and technology professional relationship have to do with managing technology? Managing technology goes far beyond managing engineering operations: it requires a change in the mindset of the technology professionals and their managers; both need to expand their roles in meeting organizational results."" [30 pages; PDF download. Published November 2008]",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7735&top.title=Perspectives+on+the+Management+of+Technology,"Technology management| Engineering management| Technology| Technological innovation| Technology planning| Management",IEEE-USA,,,,"IEEE-USA, MOT, management of technology",yes,No,,,11/1/2008
education,UH2981,Launching Your Career - Book 1: How to Find Your Perfect Job,"Launching Your Career: How to Find Your Perfect Job will help you define your personal, long-term career goals, and provide a practical roadmap to find your ideal job. This e-book provides tools and assessments to enable you to evaluate your personality and aspirations; find a great company to work for; choose the best position for you; and build your network.  Your career decisions will play a major role in determining your income, community status, your circle of friends, choice of a spouse -- and even your identity and sense of self-worth. This e-book will help you choose wisely and carefully, and get you started on the path to personal and professional fulfillment. [19 pages; PDF download Published October 2008.]",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7733&top.title=Launching+Your+Career%3A+How+to+Find+Your+Perfect+Job,"Career development| Career policy| Career Maintenance and Development Committee| Continuing professional development| Educational activities| Professional activities",IEEE-USA,,,,"IEEE-USA, GOLD, career, employment",yes,No,,,10/1/2008
education,UH3362,Engineering the Art of Negotiation - Book 2: How to Handle Your Colleagues,"Engineering the Art of Negotiation - Part 2: How to Handle Your Colleagues, shows you how to get ahead in your organization and experience more career satisfaction by building a better relationship with your colleagues using the principles and practices of interest-based negotiation. It also shows you how to get your colleagues to do what you want them to do by having a deep understanding of your own interests; a willingness to listen to your colleagues, flexibility in seeking solutions that satisfy their your needs and the needs of your colleagues .You can apply the lessons in these books to make your professional -- and your personal -- life less stressful and more rewarding.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7734&top.title=Engineering+the+Art+of+Negotiation+-+Part+2%3A+How+to+Handle+Your+Colleagues,"Career development| Career policy| Career Maintenance and Development Committee| Continuing professional development| Finance| Corporate activities| Business| Business communication",IEEE-USA,,,,"IEEE-USA, career, negotiation",yes,No,,,10/1/2008
education,UH3514,Plug-In Hybrids: Part 3 - New Technology Challenges and Opportunities & The Need for Federal Action Now,"Plug-In-Hybrids: Accelerating Progress Part 3: New Technology Challenges and Opportunities & The Need For Federal Action Now is the last of a three-part series of transcripts from the IEEE-USA-sponsored symposium, ""Plug-in Hybrids: Accelerating Progress 2007,"" considers new technology challenges and opportunities; and the need for federal action now. Panelists for this session of the symposium were Ric Fulop, Cofounder, A123 Systems; Philippe Gow, Vice President of Research, Development & Engineering, International Battery; Ken Marko, Engineering Research and Development Center, ETAS (Bosch); Donald Sadoway, Professor of Materials Chemistry, MIT; Keith Cole, Director of Legislative and Regulatory Affairs, General Motors; Anne Korin, Director of Policy and Strategic Planning, The Institute for the Analysis of Global Security; Christopher King, Professional Energy & Environment Staff, U.S. House Science and Technology Committee.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7731&top.title=Plug-In+Hybrids+Vol.+3%3A+Accelerating+Progress,"Renewable energy sources| Energy efficiency| Electricity supply industry| Battery powered vehicles| Hybrid electric vehicles| Green design",IEEE-USA,,,,"IEEE-USA, PHEV, transportation, electric vehicles, energy, policy",yes,No,,,9/1/2008
education,UH3361,Engineering the Art of Negotiation - Book 1: How to Handle Your Boss,"Engineering the Art of Negotiation — Part 1: How to Handle Your Boss is the first in a series of e-books demonstrating a practical approach to satisfying people's interests, including your own, through interest-based negotiation. In Part 1, internationally renowned negotiations consultant and trainer John G. Shulman shows you how you can get ahead in your organization and experience more career satisfaction by building a better relationship with your superior using the principles and practices of interest-based negotiation.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7728&top.title=Engineering+the+Art+of+Negotiation+-+Part+1%3A+How+to+Handle+Your+Boss,"Career development| Career policy| Career Maintenance and Development Committee| Continuing professional development| Finance| Corporate activities| Business| Business communication",IEEE-USA,,,,"IEEE-USA, career, negotiation",yes,No,,,8/1/2008
education,UH3353,The Best of Backscatter from Today’s Engineer (Vol. 1),"The Best of Backscatter is a compilation of articles written by Donald Christiansen for the IEEE-USA Today’s Engineer Online. These articles include: ABET’s EC2000: How’re We Doin? Reality and the Virtual Engineer; The Engineer: Professional or Business Practitioner?; About Working Together… or Not, Engineers as Inventors; Engineers Can’t Write? Sez Who! Meetings Madness; Who’s in Charge Here?; Inside Peer Review; Accidents Waiting to Happen; and Designing Junk and Old Dogs and New Dogs.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7725&top.title=The+Best+of+Backscatter+from+Today%27s+Engineer%2C+Vol.+1,"Career development| Career policy| Career Maintenance and Development Committee| Continuing professional development| Educational activities| Professional activities",IEEE-USA,,,,"IEEE-USA, Today's Engineer, Backscatter, career, policy",yes,No,,,7/1/2008
education,UH3513,Plug-In Hybrids: Part 2 - Plug-In Vehicles and the Electric Grid,"The IEEE-USA-sponsored symposium, ""Plug-in Hybrids: Accelerating Progress 2007,"" investigated the technology and policy challenges of commercializing plug-in hybrid electric vehicles. The second of a three-part series of transcripts from the symposium, looks at Electrification, Fuel Economy & the Environment; Plug-in Vehicles & the Electric Grid; New Technology Challenges & Opportunities; and The Need for Federal Action Now. Keynote speakers included Senator Maria Cantwell of Washington state, FERC Commissioner Jon Wellinghoff, and former CIA director and founding member of the Set America Free Coalition, R. James Woolsey. Developed by Bill Williams, Senior Legislative Representative for IEEE-USA Technology Policy.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.id=7724&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=Plug-In+Hybrids+Vol.+2:+Plug-In+Vehicles+and+the+Electric+Grid,"Renewable energy sources| Energy efficiency| Electricity supply industry| Battery powered vehicles| Hybrid electric vehicles| Green design",IEEE-USA,,,,"IEEE-USA, PHEV, transportation, electric vehicles, energy, policy",yes,No,,,6/1/2008
education,UH3386,Survivor Planning - What Every Spouse Should Know,"This e-book, written by George M. McClure, is a concise, step-by-step guide to compiling and organizing important personal information in advance of your or a family member's death, so that survivors can more easily handle necessary tasks following the loss of a loved one. [10 pages; 2.74 MB PDF download; Published May 2008.]",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.id=7723&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=Survivor+Planning%3A+What+Every+Spouse+Should+Know,"Death| Data analysis| Data collection| Data communication",IEEE-USA,,,,"IEEE-USA, financial planning, finance, estate planning",yes,No,,,5/1/2008
education,UH3512,"Plug-in Hybrids: Part 1 - Electrification, Fuel Economy and the Environment","The IEEE-USA-sponsored symposium, ""Plug-in Hybrids: Accelerating Progress 2007,"" investigated the technology and policy challenges of commercializing plug-in hybrid electric vehicles. The first of a three-part series of transcripts from the symposium, looks at Electrification, Fuel Economy & the Environment; Plug-in Vehicles & the Electric Grid; New Technology Challenges &  Opportunities; and The Need for Federal Action Now. Keynote speakers included Senator Maria Cantwell of Washington state, FERC Commissioner Jon Wellinghoff, and former CIA director and founding member of the Set America Free Coalition, R. James Woolsey. Developed by Bill Williams, Senior Legislative Representative for IEEE-USA Technology Policy.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.id=7722&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=Plug-In+Hybrids%3A+Electrification%2C+Fuel+Economy+and+the+Environment,"Renewable energy sources| Energy efficiency| Electricity supply industry| Battery powered vehicles| Hybrid electric vehicles| Green design| Economics| Environmental factors",IEEE-USA,,,,"IEEE-USA, PHEV, transportation, electric vehicles, energy, policy",yes,No,,,5/1/2008
education,UH3372,2008 IEEE-USA Program Book,"The 2008 IEEE-USA Program Book highlights IEEE-USA's mission, goals and programs, and was developed to increase awareness of IEEE-USA programs and services, provided to advance the engineering profession and for the benefit of the IEEE's U.S. members. It also serves as a handy reference for members seeking information about specific programs or issues, or those who are looking for opportunities to volunteer their time and expertise in support of their profession. Copyright 2008.

*This e-book is available as a free IEEE member download. Members, to download your free copy, go to http://salary.ieee.org and log-in with your IEEE Web account information. Then scroll down the page to product number UH3372.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7721&top.title=IEEE-USA+Program+Book+2008,"Engineering - general| Career development| Career Maintenance and Development Committee| Education| Educational activities| Data collection| Data communication",IEEE-USA,,,,"IEEE-USA, free",yes,No,,,3/1/2008
education,UH3352,The Best of Today's Engineer: On World Bytes (Vol. 1),"In this first volume of his ""World Bytes"" columns, compiled from the early editions of the Today's Engineer magazine archives, celebrated author and engineer Terrance Malkinson compels readers to reflect not only on their engineering careers, but on the world around them. He challenges his colleagues to look at the big picture, and think about what one's life means in terms of being both an engineer and a person. Copyright 2008.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.id=7719&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=The+Best+of+Today%27s+Engineer%3A+On+World+Bytes+%28Vol.+1%29,"Career development| Career policy| Career Maintenance and Development Committee| Continuing professional development| Educational activities| Professional activities| Technological innovation",IEEE-USA,,,,"IEEE-USA, Today's Engineer, career, World Bytes",yes,No,,,1/1/2008
education,UH3021,Profile of IEEE Consultants: 2007,"This report on the IEEE-USA 2006 Consultants Fee Survey provides the profile of typical self-employed and independent technical consultants, including their education, experience, business practices, median earnings and hourly fee. Copyright 2007.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.id=7717&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=Profile+of+IEEE+Consultants+2007,"Surveys Committee| Alliance of IEEE Consultants Networks Coordinating Committee| United States Activities Board| Business| Business communication| Data collection| Data communication",IEEE-USA,,,,"IEEE-USA, career, consulting, fees",yes,No,,,12/1/2007
education,UH3511,Interoperability: A Review of Activities to Ensure the Reliability of the U.S. Electric Power Grid,"Following the June 2006 IEEE-sponsored ""Special Session on Integration and Interoperability of National Security Information Systems,"" in Cambridge, MA, a number of discussions have been had regarding ""interoperability"" and its role in protecting, strengthening and enhancing U.S. critical infrastructures. A decision was made to author a series of monographs that will attempt to address the effects of deep-rooted ""un-interoperability"" on particular infrastructures. In Interoperability & Critical Infrastructure Protection: A Review of Activities to Ensure the Reliability of the U.S. Electric Power Grid, authors Luis Kun of the National Defense University and Robert Mathews of the University of Hawaii examine and present the impacts of lack of interoperability on the reliability of the U.S. electric power grid. Copyright 2007.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.id=7716&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=Interoperability%3A+A+Review+of+Activities+to+Ensure+the+Reliability+of+the+U.S.+Electric+Power+Grid,"Power grids| Government| Government policies| Interoperability| Internetworking",IEEE-USA,,,,"IEEE-USA, electric power grid, interoperability, reliability, energy",yes,No,,,12/1/2007
education,UH3391,The Best of Today's Engineer: On Innovation,"The Best of Today's Engineer: On Innovation is a compilation of the IEEE-USA magazine's best articles on — what it means, what it is, how to do it, what to think about it, how to achieve it, and how it might be affecting some aspects of engineering.  [80 pages, 480 KB PDF download]",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.id=7714&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=The+Best+of+Today%27s+Engineer%3A+On+Innovation,"Career development| Career policy| Career Maintenance and Development Committee| Continuing professional development| Educational activities| Professional activities| Technological innovation",IEEE-USA,,,,"IEEE-USA, Today's Engineer, innovation",yes,No,,,11/1/2007
education,UH3390,Innovation Conversations - Book 1: The Innovation Process,"Innovation means much more than just coming up with creative ideas; those ideas have to be put to work to create a benefit. Innovation can be seen as a journey that starts with setting a purpose or goal, and ends up with innovative achievement and new learning. All along the way, innovative thinking is required. So is knowledge. So are values. Renowned innovation authority William C. Miller provides a way to understand the process of innovation itself, and how people of any technical job can apply it to the challenges and opportunities they find in their day-to-day work.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=7713&top.title=The+Innovation+Process%3A+Energizing+Values-Centered+Innovation+From+Start+to+Finish,"Career development| Career policy| Career Maintenance and Development Committee| Continuing professional development| Educational activities| Professional activities| Technological innovation",IEEE-USA,,,,"IEEE-USA, innovation",yes,No,,,11/1/2007
education,UH3332,Educating 21st Century Engineers,"Learn why U.S. engineering-school enrollment is declining, what that means for U.S. global competitiveness, and how the federal government can help industry stimulate the enrollment and graduation of engineers well-prepared for careers in today's economy.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.id=7712&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=Educating+21st+Century+Engineers,"Curriculum development| Educational activities| Education| Educational institutions| Educational programs| Government| Career development| Economics| Engineering - general",IEEE-USA,,,,"IEEE-USA, education",yes,No,,,9/1/2007
education,UH3385,Personal Positioning for Engineers,"Learn more about employment options for engineers (direct/contract/consulting/starting a business) and how they might work for you. Personal Positioning for Engineers considers a series of questions on each of these options, and also looks at such career opportunities as moving into management versus staying technical, working for a large company versus a small company, and private industry versus government agencies.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.id=7710&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=Personal+Positioning+For+Engineers,"Engineering - general| Career development| Career Maintenance and Development Committee| Management training| Training| Business| Job listing service| Employment",IEEE-USA,,,,"IEEE-USA, career",yes,No,,,7/1/2007
education,UH3351,The Best of Today's Engineer: On Career Transitions,"Change is a given in an engineering career, and today's job market offers an incredible set of opportunities. This collection of articles from Today's Engineer can help you to handle almost any situation you might face in your career, whether you're changing projects, employers or career paths. Topics include the job search; planning for retirement; updating your resume; and current trends in engineering employment. Read this e-book, and then take advantage of whatever comes your way — be prepared, be aware, and be willing to take a chance to further your career satisfaction!",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&main.id=779&top.title=The+Best+of+IEEE-USA+Today%27s+Engineer%3A+On+Career+Transitions,"Engineering - general| Career development| Career Maintenance and Development Committee| Management training| Training| Business| Job listing service| Employment",IEEE-USA,,,,"IEEE-USA, Today's Engineer, career, career transitions",yes,No,,,5/1/2007
education,UH3370,2007 IEEE-USA Program Book,"The 2007 IEEE-USA Program Book highlights IEEE-USA's mission, goals and programs, and was developed to increase awareness of IEEE-USA programs and services, provided to advance the engineering profession and for the benefit of the IEEE's U.S. members. It also serves as a handy reference for members seeking information about specific programs or issues, or those who are looking for opportunities to volunteer their time and expertise in support of their profession.",https://salaryapp.ieeeusa.org/rt/salary_database/shop?&main.rtresume=%2Frt%2Fsalary_database%2Fshop&top.title=IEEE-USA+Program+Book+2007&main.id=774&main.ctrl=contentmgr.detail&main.view=ecom.content.detail&top.title=IEEE-USA+Program+Book+2007,"Engineering - general| Career development| Career Maintenance and Development Committee| Education| Educational activities",IEEE-USA,,,,"IEEE-USA, free",yes,No,,,2/1/2007
