"Type","ID","Name","Description","URL","Tags","Sponsors » Abbreviation","Year","Standard Status","Technical Committees","Keywords","Priority"
"Conference",15608,"2009 Cool Chips XII","COOL Chips is an International Symposium initiated in 1998 to present advancement of low-power and high-speed chips. The symposium covers leading-edge technologies in all areas of microprocessors and their applications.","http://www.coolchips.org/",,"C",2009,,,,"Yes"
"Conference",15611,"2009 3rd International Workshop on Advances in Sensors and Interfaces (IWASI)","To provide a forum for experience exchange among experts actively involved in research, development and evaluation of new concepts, theoretical methods and experimental characterization as well as in testing techniques concerning micro- and nano-sensor systems.","http://iwasi.poliba.it/iwasi2009/Home.html",,"CPMT, , ",2009,,,,"Yes"
"Conference",15612,"2009 ACS/IEEE/MRS Organic Microelectronics & Optoelectronics V","The workshop will bring together a broad spectrum of chemists, materials scientists, physicists, and engineers from both industry and academia in a stimulating forum to share information and ideas in the emerging fields of Organic Microelectronics and Optoelectronics. The goal is to build an interdisciplinary community working on applications such as RFIDs, displays, sensors, photovoltaics and optical devices while addressing some of the common scientific and manufacturing challenges to help these technolog","http://acswebcontent.acs.org/organicmicroelectronic/index.html",,"ACS, , CPMT, , SSC",2009,,,,"Yes"
"Conference",15623,"2009 4th International Conference on Design & Technology of Integrated Systems in Nanoscale Era (DTIS)","The aim of the 2009 International Conference on Design & Technology of Integrated Systems in Nanoscale era (DTIS 09) is to cope with the rapidly progressing technology, which reaches today the nanometer scale. The general area of interest includes the design, test and technology of electronic products, ranging from integrated circuits through multi-chip modules and printed circuit board to full systems and Microsystems, as well as examining the methodologies and tools used in the design, verification and va","http://www.dtis09.org",,"CAS, , ",2009,,,,"Yes"
"Conference",15628,"2009 IEEE Vehicular Networking Conference (IEEE VNC)","Topics related to vehicular networking and communications.",,,"ITS, COM",2009,,,,"Yes"
"Conference",15629,"2009 IEEE 34rd Conference on Local Computer Networks (LCN 2009)","The IEEE LCN conference is the premier conference on the leading edge of practical computer networking. Major developments from high-speed local networks to the global internet to specialized sensor networks have been reported in this conference.","http://ieeelcn.org/",,"C",2009,,,,"Yes"
"Conference",15631,"2009 Flexible Electronics & Displays Conference and Exhibition","The USDC Flexible Electronics and Displays Conference and Exhibition is the premier US conference on flexible microelectronics and displays. The conference addresses technical and business issues, and advancements impacting the flexible electronics field, in which displays is a key driver. Sessions will also focus on the burgeoning field of roll-to-roll flexible, printed, organic electronics manufacturing.","http://guest.cvent.com/EVENTS/Info/Summary.aspx?e=0fbd17d5-bcc4-406d-a121-bafca7a7f84a",,"CPMT, , ",2009,,,,"Yes"
"Conference",15632,"2009 Argentine School Of Micro-Nanoelectronics, Technology and Applications (EAMTA)","The Argentine School of Micro -Nanoelectronics, Technology and Applications and its associated Conference is a high technical quality Argentine forum for researchers, technologists and companies in the fields of micro and nano electronic tecnologies.","http://www.eamta.com.ar",,"CONICET, CAS, , , ",2009,,,,"Yes"
"Conference",15637,"2009 8th IEEE International Conference on Cognitive Informatics (ICCI)","The 8th IEEE International Conference on Cognitive Informatics (ICCI 09) focuses on the theme of Cognitive Computing and Semantic Mining. The objectives of ICCI'09 are to draw attention of researchers, practitioners, and graduate students to the investigation of cognitive mechanisms and processes of human information processing, and to stimulate the international effort on cognitive informatics research and engineering applications.","http://www.comp.polyu.edu.hk/conference/icci2009/",,"C",2009,,,,"Yes"
"Conference",15644,"2009 3rd International Conference on Signals, Circuits and Systems (SCS 2009)","The aim of the SCS 09 is to address issues of pertinence to new advances in technologies related to the fields of signals, circuits and systems. The multi-disciplinary approach to engineering has become an important factor for the design of many new products and processes. The integration of mechanics, electronics, control and computing exploits and exceeds the relative advantages of single disciplines. When adequately integrated, the synergy among the areas ensures that performances reach much improved lev","http://www.emc-lab.net/Conferences/SCS2009/",,", LETI, CAS, , , SP",2009,,,,"Yes"
"Conference",15649,"2009 IEEE International Conference on Electronics, Circuits and Systems - (ICECS 2009)","The IEEE International Conference on electronics, Circuits, and Systems (ICECS)is the flagship conference of the IEEE Circuits & Systems (CAS) Society in Region 8 (Europe, Middle East and Africa). It presents design methodologies, techniques and experimental results in emerging electronics, circuits and systems topics. ICECS 2009 will include tutorials, regular sessions (lecture and poster), special sessions and exhibitions.","http://www.icecs2009.org/",,", CAS, ",2009,,,,"Yes"
"Conference",15657,"2009 Third International Symposium on Intelligent Information Technology Application (IITA)","IITA 2009 provides a forum for engineers and scientists in academia, university and industry to present their latest research findings in any aspects of intelligent information technology. This year, we especially encourage papers on machine learning, signal Processing, communication Systems, circuits and Systems etc. We also welcome papers that highlight successful modern applications of Intelligent Information Technology, such as Multimedia ,Bioinformatics, Power, Neural Systems, Control and so on","http://www.iita-conference.org/iita2009/index.htm",,"H, CAS, , ",2009,,,,"Yes"
"Conference",15662,"2009 22nd IEEE International Symposium on Computer-Based Medical Systems (CBMS)","CBMS 2009 has developed into an international forum for discussion on latest research in the exciting niche area of computational biomedicine. It consists of regular and special track oral presentation sessions of peer reviewed articles as well as invited talks given by leading scholars and scientists.","http://cvial.ece.ttu.edu/cbms2009/",,", C",2009,,,,"Yes"
"Conference",15663,"2009 International Conference on Advanced Technologies for Communications (ATC 2009)","The conference covers a comprehensive range of communication and electronics technologies contributing toward a  Flat World  of communications, focusing on intelligence and security issues for advanced communication systems and services, as well as emerging technologies and applications.","http://www.atc09.org/",,"REV, , COM",2009,,,,"Yes"
"Conference",15664,"2009 International Conference on Software, Telecommunications and Computer Networks - (SoftCOM 2009)","communications software, interfaces and communication protocols, telecommunication services and QoS, mobile and wireless communications, optical and photonic communications, multimedia and virtual reality systems, internet and IP based environments, signal processing and coding, access and home networks, next generation networks and services, electromagnetic compatibility in communications","http://www.fesb.hr/SoftCOM",,", , , , , , , COM",2009,,,,"Yes"
"Conference",15671,"2009 International Symposium on Collaborative Technologies and Systems (CTS)","The symposium is to address, explore and exchange information on the state-of-the-art in collaborative enterprises, their modeling and simulation, design and use, and their impact.  Participation is extended to researchers, designers, educators and interested parties in all CTS disciplines and specialties.","http://cisedu.us/cis/cts/09/main/callForPapers.jsp",,"SMC, CIS, , , AFRL, ACM, IFIP, ",2009,,,,"Yes"
"Conference",15675,"2009 International Conference on Electronic Packaging Technology & High Density Packaging (ICEPT-HDP)","The conference will feature short courses, conference keynotes, special forums and technical sessions to cover the technological developments in all the areas of electronics packaging.","http://www.icept.org/",,"CPMT, , CEPS",2009,,,,"Yes"
"Conference",13124,"2010 IEEE International Symposium on Parallel & Distributed Processing (IPDPS)",,"http://www.ipdps.org/",,"C",2010,,,,"Yes"
"Conference",13546,"IEEE INFOCOM 2010 - IEEE Conference on Computer Communications","The IEEE Conference on Computer Communications addresses key topics and issues related to computer communications, with emphasis on traffic management and protocols for both wired and wireless networks.","http://www.ieee-infocom.org/",,"COM",2010,,,,"Yes"
"Conference",14153,"ICC 2010 - 2010 IEEE International Conference on Communications","Telecommunications","http://www.ieee-icc.org/2010/",,"COM",2010,,,,"Yes"
"Conference",14154,"GLOBECOM 2010 - 2010 IEEE Global Communications Conference","Telecommunications","http://www.comsoc.org/confs/globecom/index.html",,"COM",2010,,,,"Yes"
"Conference",14556,"2010 IEEE Holm Conference on Electrical Contacts (Holm 2010)","Practicing designers, engineers, physicists and research scientists-those new to the field and those experienced.  The 2010 Holm Conference will include excellent papers authored by many of the outstanding technical people in field...","www.ewh.ieee.org/soc/cpmt/tc1",,", CPMT",2010,,,,"Yes"
"Conference",14667,"2010 American Control Conference - ACC 2010","Theory and practice of automatic control","http://www.a2c2.org/conferences/acc2010/",,", CS",2010,,,,"Yes"
"Conference",14711,"2010 7th IEEE Consumer Communications and Networking Conference (CCNC)","Consumer Communications and Networking Conference (CCNC) was developed by the IEEE Communications Society in order to bring together the latest in  communications and networking technology with the utilization of that technology in consumer communications and networking devices, services and applications.","http://www.ieee-ccnc.org/",,"COM",2010,,,,"Yes"
"Conference",14849,"2010 SC - International Conference for High Performance Computing, Networking, Storage and Analysis","Advances in computing technologies that are featured at the SC Conferences are driving our ability to solve heretofore unsolvable problems in nanoscience, biotechnology, climate research, astrophysics, chemistry, fusion research, drug research, homeland defense, nuclear technologies and many other fields. The SC08 Conference will demonstrate how high performance computing, networking, storage and analysis touch all disciplines to enhance people's abilities to understand information and lead to new understan","http://www.supercomp.org/",,"C, ",2010,,,,"Yes"
"Conference",14891,"MILCOM 2010 - 2010 IEEE Military Communications Conference","The Next Decade of Military Communications","http://www.comsoc.org/confs/milcom/index.html",,"AFCEA, COM",2010,,,,"Yes"
"Conference",14908,"2010 IEEE Frontiers in Education Conference (FIE)","(FIE) Conference  is a major international conference devoted to improvements in computer science, engineering, and technology (CSET) education. FIE 2008 continues a long tradition of disseminating educational research results and innovative practices in CSET education. It is an ideal forum for sharing ideas, learning about developments in CSET education, and interacting with colleagues.","http://fie.engrng.pitt.edu/",,"C",2010,,,,"Yes"
"Conference",14912,"2010 IEEE International Symposium on Circuits and Systems - ISCAS 2010","ISCAS is a unique conference dealing with circuits and systems. It's the yearly rendez-vous of leading researchers, coming both from academia and industry, in the highly active fields of theory, design and implementation of circuits and systems. The Symposium will focus on circuits and systems for high quality life and consumer technologies, including mobile communications, advanced multimedia systems, sensor networks and Nano-Bio Circuit Fabrics and Systems.",,,", CAS, ",2010,,,,"Yes"
"Conference",14935,"2010 International Conference on Engineering Management and Service Sciences (EMS 2010)","The IASTED International Symposium on Environmental Modelling and Simulation (EMS 2008) will establish an international medium for the exchange of new ideas and practical experience in the areas of modelling and simulation in relation to the environment. During a time when environmental concerns are heightened and international bodies continue to create regulations to minimize environmental impacts, EMS 2010 aims to strengthen relations between governments, environmental agencies, research laboratories, and",,,"C, ",2010,,,,"Yes"
"Conference",14947,"2010 12th IEEE Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems (ITherm)","ITherm 2010 is an international conference for scientific and engineering exploration of thermal, thermomechanical and emerging technology issues associated with electronic devices, packages and systems. ITherm 2010 will be held along with the 60th Electronic Components and Technology Conference, a premier electronic packaging conference. In additon to paper and poster presentations and vendor exhibits, ITherm 2008 will include panel discussions, keynote lectures by prominent speakers...","http://www.ithermconference.org",,", CPMT",2010,,,,"Yes"
"Conference",15008,"2010 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)","Concerned with all aspects of computer vision and pattern recognition.  Issues of interest include pattern, analysis, image, and video libraries, vision and graphics, motion analysis and physics-based vision.",,,"C",2010,,,,"Yes"
"Conference",15063,"2010 International Conference on Computer Science and Software Engineering (CSSE 2010)","The 3rd International Conference on Computer Science and Software Engineering (CSSE 2010) will be held on December 12~14, 2010 in Changsha, China. This conference will bring together the top researchers from Asian Pacific nations, North America, Europe and around the world to exchange their research results and address open issues in information security, multimedia and graphics technologies, computational intelligence, and software engineering..","http://www.srpublishing.org/csse2010Submission/website/csse2010/home.aspx",,"C, ",2010,,,,"Yes"
"Conference",15122,"2010 IEEE Virtual Reality Conference (VR)","IEEE VR 2010 is the premier international conference and exhibition in virtual reality. It provides a unique opportunity to interact with leading experts in VR and closely-related fields such as augmented reality, mixed reality and 3D user interfaces. Share your own work and educate yourself through exposure to the research of your peers from around the world.","http://www.computer.org/portal/site/ieeecs/index.jsp",,"C",2010,,,,"Yes"
"Conference",15189,"2010 IEEE 3rd International Nanoelectronics Conference (INEC)","To identify the paths between fundamental research and potential electronic, photonic, and biological applications","http://www.cityu.edu.hk/ieeeinec",,"ED, CityU, ",2010,,,,"Yes"
"Conference",15265,"2010 IEEE 26th International Conference on Data Engineering (ICDE 2010)","Data Engineering deals with the use of engineering techniques and methodologies in the design, development and assessment of information systems for different computing platforms and application environments.",,,"C",2010,,,,"Yes"
"Conference",15313,"NOMS 2010 - 2010 IEEE/IFIP Network Operations and Management Symposium","Held in even-numbered years since 1988, NOMS 2010 will follow the 22 years tradition of NOMS and IM as the primary forum for technical exchange on network management in terms of research, standards, development, systems integration, service provider, and user communities. NOMS 2010 will present up-to-date approaches and technical solutions for new management paradigms to deal with the new management issues in future infrastructures such as Web 2.0 or beyond service environments, cloud computing platforms or","http://www.noms2010.org",,"IFIP, COM",2010,,,,"Yes"
"Conference",15350,"2010 International Symposium on Industrial Embedded Systems (SIES)",,"http://sies2010.unitn.it",,"CEDA, , IE",2010,,,,"Yes"
"Conference",15351,"2010 IEEE Semiconductor Wafer Test Workshop (SWTW 2010)","The IEEE SW Test Workshop is the only workshop specializing in  semiconductor wafer level testing.  It has a comprehensive technical  program that is complemented by social activities which promote networking and sharing among the attendees. Booth displays at SWTW provide attendees with a one-stop opportunity to meet firsthand with all the key suppliers and learn about their new products and services.","http://www.swtest.org/index.html",,", CPMT",2010,,,,"Yes"
"Conference",15380,"2010 IEEE Multi-Conference on Systems and Control (MSC)","The 2010 IEEE Multi-conference on Systems and Control (MSC) gathers up three of the major international conferences promoted by the IEEE Control Systems Society: the International Conference on Control Applications (CCA), the International Symposium on Computer-Aided Control System Design (CACSD), the International Symposium on Intelligent Control (ISIC).","http://www.mei.titech.ac.jp/msc10/",,"CS",2010,,,,"Yes"
"Conference",15441,"2010 IEEE World Congress on Computational Intelligence (WCCI)","The WCCI is the best-known academic Olympic event in the computational intelligence community.  Comprised of three international events, the International Joint Conference on Neural Networks (IJCNN), the IEEE International Conference on C (FUZZ-IEEE), and the IEEE Congress on Evolutionary Computation (CEC), WCCI provides a venue to foster technical exchange, renew friendships, and establish new connections","http://www.wcci2010.org/",,"CIS",2010,,,,"Yes"
"Conference",15517,"2010 IEEE International Conference on Consumer Electronics (ICCE)","The International Conference on Consumer Electronics (ICCE), presented by the IEEE Consumer Electronics Society, is where key technologies, products, services and architectures for consumer entertainment and information delivery are first presented.","http://www.icce.org",,"CE",2010,,,,"Yes"
"Conference",15568,"2010 5th International Symposium on Embedded Multicore Systems-on-Chip (MCSoC)","The International Symposium on Embedded Multicore Systems-on-chip aims at providing the world's premier forum of leading researchers in the single and multicore systems-on-chip software and hardware design areas for Academia and industries. Prospective authors are invited to submit paper of their works. Submission of a paper implies that at least one of the authors will have a full registration to the symposium upon acceptance of the paper.","http://www.u-aizu.ac.jp/%7Ebenab/conferences/mcsoc-10/",,", C",2010,,,,"Yes"
"Conference",15575,"2010 13th International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems (IPMU)","The IPMU Conference is organized every two years with the focus of bringing together scientists working on methods for the management of uncertainty and aggregation of information in intelligent systems. This conference provides a medium for the exchange of ideas between theoreticians and practitioners in these and related areas.","http://www.ipmu2010.org",,"CIS, ",2010,,,,"Yes"
"Conference",15617,"2010 IEEE 18th International Conference on Program Comprehension (ICPC)","ICPC is the principal venue for works in   program comprehension as well as a leading venue for works in the areas  of software analysis, reverse engineering, software evolution, and  software visualization.","http://icpc2010.di.uminho.pt/",,", C",2010,,,,"Yes"
"Conference",15676,"2010 IEEE International Symposium on New Frontiers in Dynamic Spectrum Access Networks (IEEE DySPAN)","The International Dynamic Spectrum Access Networks (DySPAN) symposium has emerged as the preeminent event to gather international economists, engineers, network architects, researchers and academic scholars together to share cutting edge research on and demonstrations of emerging wireless technology.   Since the original DySPAN symposium in 2005, the DySPAN community has had a major influence on policy and technology research and development in the United States, Europe and Asia.  The symposium excels in th","http://www.ieee-dyspan.org/",,"COM",2010,,,,"Yes"
"Conference",15497,"2011 IEEE Congress on Evolutionary Computation (CEC)","Annual Congress on Evolutionary Computation.",,,"CIS",2011,,,,"Yes"
"Conference",15545,"2011 IEEE Multi-Conference on Systems and Control (MSC)","To bring together people from academia, industry, government and funding agencies. To discuss state-of-the-art in systems, control and their wide range of applications. To discuss future directions in research and development. To identify key areas of common interest.","http://www.ieee-msc2011.com",,"CS",2011,,,,"Yes"
"Conference",10096,"2006 IEEE Conference on Electrical Insulation and Dielectric Phenomena - (CEIDP 2006)",,"http://ewh.ieee.org/soc/dei/ceidp/ceidp_2006.html",,"DEI",2006,,,,"No"
"Conference",10588,"2006 IEEE 8th International Conference on Properties & Applications of Dielectric Materials (ICPADM)",,"http://www.melsa.net.id/~icpadm06/",,"DEI",2006,,,,"No"
"Conference",10591,"INSUCON 2006 - 2006 International Electrical Insulation Conference",,"http://www.insucon.org",,", DEI",2006,,,,"No"
"Conference",10800,"2006 International Conference on Condition Monitoring and Diagnosis (CMD)",,"http://www.cmd2006.com/",,", , , DEI, PE, ",2006,,,,"No"
"Conference",10894,"2006 38th Southeastern Symposium on Systems Theory (SSST 2006)",,"http://www.tntech.edu/ssst/",,"Dept of Electrical& Computer Engi, CS, , Center for        Manufacturing R, Center for Energy Systems Researc",2006,,,,"No"
"Conference",10897,"2006 International Waveform Diversity & Design Conference",,"http://www.waveformdiversity.org",,"EMC, , , DARPA, AFRL, AES, GRS, AP, SP",2006,,,,"No"
"Conference",11012,"2006 IEEE International Symposium on Electrical Insulation (ISEI)",,"http://www.deis.nrc.ca/isei2006.htm",,"DEI",2006,,,,"No"
"Conference",11085,"2006 MIXDES - 13th International Conference Mixed Design of Integrated Circuits & Systems",,"http://www.mixdes.org",,", , , , ED, , , , Department of           Microelectronic, , ",2006,,,,"No"
"Conference",11248,"2006 23rd Biennial Symposium on Communications",,"http://www.ece.queensu.ca/symposium/",,"Dept. of Electrical and           Computer Engine, ",2006,,,,"No"
"Conference",11276,"2006 27th Power Modulator Symposium",,"http://www.deis.nrc.ca/pmc.htm",,"NPS, DEI",2006,,,,"No"
"Conference",11566,"2006 International Conference on Space Charge (CSC)",,"http://www.csc-6.org",,", , , DEI, ",2006,,,,"No"
"Conference",11621,"2006 XXII International Symposium on Discharges and Electrical Insulation in Vacuum (ISDEIV 2006)",,"http://isdeiv.eee.u-ryukyu.ac.jp/",,", IEEJ, DEI, ",2006,,,,"No"
"Conference",11273,"2007 IEEE International Conference on Solid Dielectrics (ICSD)",,"http://www.highvoltage.ecs.soton.ac.uk/ICSD07.php",,", DEI, ",2007,,,,"Yes"
"Conference",11691,"2007 International Conference on Integration of Knowledge Intensive Multi-Agent Systems (KIMAS 2007)",,"http://www.ieeeboston.org/kimas07.htm",,"SMC, , DARPA, , , , CIS, INNS, , ",2007,,,,"Yes"
"Conference",11842,"2007 Electrical Insulation Conference and Electrical Manufacturing Expo (EIC/EME)",,"http://www.eic-emexpo.org",,", , DEI",2007,,,,"Yes"
"Conference",11891,"2007 International Waveform Diversity & Design Conference",,"http://www.waveformdiversity.org",,"EMC, , DARPA, AES, GRS, EURASIP, AP",2007,,,,"Yes"
"Conference",11960,"2007 IEEE Conference on Electrical Insulation and Dielectric Phenomena - (CEIDP 2007)","The Conference on Electrical Insulation and Dielectric Phenomena (CEIDP) is sponsored by the IEEE Dielectrics and Electrical Insulation Society to provide an international forum for the discussion of current research on electrical insulation, dielectric phenomena and related topics.","http://ewh.ieee.org/soc/dei/ceidp/ceidp2007.htm",,"DEI",2007,,,,"Yes"
"Conference",12332,"2007 IEEE Electric Ship Technologies Symposium (ESTS 2007)","Electric ship technologies including: Integrated Electric Power Systems, Systems and Components Specifications, Design Tools for Analysis, Synthesis, Modeling and Simulation, Electric Propulsion (Machines, Drives, Propulsors)...","http://ewh.ieee.org/conf/ests07/",,"VT, OE, SYSC, IA, PEL, DEI, PE, SEN",2007,,,,"Yes"
"Conference",12653,"2007 MIXDES - 14th International Conference Mixed Design of Integrated Circuits & Systems",,"http://www.mixdes.org",,"Department of           Microelectronic, , , , , ",2007,,,,"Yes"
"Conference",12789,"2007 15th International Symposium on High Voltage Engineering (ISH)","1. Electromagnetic fields; computation, measurement, environmental effects, 2. Transients and EMC; lightning switching, repetitive transients, 3. Emerging HV technologies, advanced materials and interfacial phenomena, 4. Outdoor insulation and composite insulators, 5. Intelligent systems in HV engineering; data mining and knowledge rules, 6. Asset management of HV equipment: strategies & tools, 7. Diagnostics and on-line monitoring for CBM, 3. Aging, space charge, etc","http://www.ish2007.org/",,", DEI",2007,,,,"Yes"
"Conference",12980,"2007 13th EUNICE Open European Summer School and IFIP TC6.6 Workshop on Dependable and Adaptable Networks and Systems (EUNICE 2007)",,"http://www.ctit.utwente.nl/eunice2007/",,"Technical Commit, , DACS, COM",2007,,,,"Yes"
"Conference",12470,"2008 IEEE International Power Modulator Conference (IPMC)","The program for this international conference will include technical, scientific, and industrial advances in the fields of repetitive pulsed power, high voltage components and dielectrics, closing and opening switches, and applications such as high power microwaves, electromagnetic launch, accelerators, and a variety of other high current loads.  The conference will also include a high voltage workshop for those who wish to learn more about this technology.","http://www.cavs.msstate.edu/pmc2008",,"NPS, ED, DEI",2008,,,,"Yes"
"Conference",12747,"2008 IEEE International Symposium on Electrical Insulation (ISEI)","The symposium is a venue to discuss the development, application, and testing of electrical insulation, usually in high voltage equipment such as tranformers, rotating machines, switchgear and cables. The conference papers are oriented to practical applications, rather than basic research. Topics of special interest to the Symposium include: New insulation materials and processing methods, Novel applications of insulation in equipment, Single and Multiple Stress Aging etc.","http://ewh.ieee.org/conf/isei/index.html",,"DEI",2008,,,,"Yes"
"Conference",12788,"2008 13th International Symposium on Electrets ISE 13","Electrets and related phenomena originating from charge injection, storage and transport, and applied to storage, transport and conversion devices.","http://www.rs.kagu.tus.ac.jp/ise13/",,"DEI",2008,,,,"Yes"
"Conference",12808,"2008 IEEE Conference on Electrical Insulation and Dielectric Phenomena - (CEIDP 2008)","To provide an international forum for the discussion of current research on electrical insulation, dielectric phenomena and related topics.","http://www.ewh.ieee.org/soc/dei/ceidp",,"DEI",2008,,,,"Yes"
"Conference",12814,"2008 XXIII International Symposium on Discharges and Electrical Insulation in Vacuum (ISDEIV 2008)","The aim of ISDEIV is to bring together scientists from Universities, Research Laboratoires and Industry with the goal of intensive synergic exchange of ideas and knowledge about the latest developments and progress in the field of electrical discharges and insulation in vacuum. Special lecture for young scientists and panel technical discussions will be held. A specific exhibition will be planned.","http://www.icpe.ro/isdeiv2008",,", , , , DEI",2008,,,,"Yes"
"Conference",12833,"2008 IEEE International Conference on Dielectric Liquids (ICDL 2008)","The conference is an interdisciplinary forum for the presentation and discussion of ideas and practical experience on properties, phenomena and applications of dielectric liquids.","http://icdl.sp2mi.univ-poitiers.fr/",,"DEI",2008,,,,"Yes"
"Conference",13229,"2008 International Conference on Nanoscience and Nanotechnology (ICONN)","The aim of the conference is to bring together the Australia and International community working in the field of nanoscale science and technology to discuss new and exciting advances in the field. ICONN will cover nanostructure growth, synthesis, fabrication, characterisation device design, modelling, testing and applications.","http://www.ausnano.net/ICONN2008",,"ARCNN, ED, NANO, DIIRD, ",2008,,,,"Yes"
"Conference",13381,"2008 International Conference on Condition Monitoring and Diagnosis (CMD)","Condition Monitoring and Diagnosis for Power Plants  Condition Monitoring and Diagnosis of HV Power Apparatus and Power System  Electrical, Mechanical, Thermal and Chemical Failure Phenomena  Dielectric Materials Aging and Failure Mechanism  Advanced Sensing Technologies for Condition Monitoring and Diagnosis  Application of Artificial Intelligence for Data Mining and Condition Assessment  Applications of Information Technology for Asset Management  Strategic Planning and Management for Condition Monitoring","http://www.cmd2008.com/",,", CES, NNSFC, NCEPU, DEI, IET, ",2008,,,,"Yes"
"Conference",13387,"2008 International Symposium on Electrical Insulating Materials (ISEIM)","Issues on the physical, chemical and practical aspects on the dielectrics, electrical conduction and breakdown in dielectrics, not only in solid dielectrics but also liquid and gas dielectrics.","http://www2.iee.or.jp/~adei/ISEIM2008/index.html",,", IEEJ, DEI, ",2008,,,,"Yes"
"Conference",13621,"2008 Global Symposium On Millimeter Waves (GSMM 2008)","Frequency Management and Utilization, Millimeter-Wave Communication Systems, Devices and Circuit Technologies, Wireless Access Systems, Mobile Access Systems, Satellite Communications, LANs and PANs, Home Link Systems,  Photonics, Antennas and Propagation, Phased Array Antennas, Signal Processing, Wearable Devices and Systems, Automotive Radars and Remote Sensing, Supporting and Related Technologies","http://www.gsmm2008.org",,", MTT, China, DU, , , ",2008,,,,"Yes"
"Conference",13770,"2008 16th International Workshop on Quality of Service (IWQoS)","QoS research, including related issues such as availability, reliability, security, pricing, resource management and performance guarantees","http://iwqos08.ewi.utwente.nl/",,"DACS, COM",2008,,,,"Yes"
"Conference",13771,"2008 International Conference on Wireless Systems: Computation, Assembling, and Compatibility (CAC 2008)","The conference is intended to provide an international forum for the exchange of information on state-of-the-art research and developments in the areas of wireless technologies in points of Computation/Design, Assembling/Fabrications, and Integration/Compatibility issues interesting to both Academies and Industries. For the latest conference information, visit the CAC2008 official website: www.compute-online.com.","http://www.compute-online.com",,"EMC, DTQ Group, MTT, UESTC, AP",2008,,,,"Yes"
"Conference",13884,"2008 24th Biennial Symposium on Communications (QBSC)","All areas related to communications systems and networks","http://www.ece.queensu.ca/symposium/",,"Dept. of Electrical and           Computer Engine, ",2008,,,,"Yes"
"Conference",13924,"2008 International Radar Symposium (IRS)","The aim of the International Radar Symposium IRS-2008 is to bring together the worldwide family of radar researchers and experts. We are looking for contributors on the topics relating to radar technologies, systems and advanced sub-systems, processing techniques, as well as radar applications in the civil and the military areas.","http://www.irs-2008.pl",,", DGON, , , MUT, , , ",2008,,,,"Yes"
"Conference",14567,"2008 First International Symposium on Applied Sciences in Biomedical and Communication Technologies (ISABEL 2008)","The inter-disciplinary approach is becoming more and more a trend in scientific and engineering communities. This trend is confirmed by the strong connections between two of the most prosperous research areas, biomedical and communication engineering, also with respect to pure sciences (e.g., mathematics and physics), which applied to the former show to be extremely powerful tools. This symposium provides an ideal platform for worldwide engineers and scientists. Indeed, internationally recognized researches","http://isabel2008.es.aau.dk/",,"AAU, , DMTS, CTIF",2008,,,,"Yes"
"Conference",14577,"2008 International Nano-Optoelectronics Workshop (i-NOW)","The physics of nanoscale materials and the devices based on them has now become an important area for research and development in both academic and industry laboratories.  The iNOW 2008 workshop will engage participants in considerations of state-of-the-art nanoscale semiconductor processing and synthesis, the new physics of tailoring material s optical and electrical properties, new advances in characterization techniques, and new devices with novel functionalities.","http://nano.berkeley.edu/news/inow.html",,"NSF, , DARPA, , LEO, ",2008,,,,"Yes"
"Conference",14718,"2008 International Conference on High Voltage Engineering And Application (ICHVE)","We hope this conference can not only provide an excellent platform to share knowledge and experiences on high voltage engineering, but also present the advices on the construction of UHV transmission lines in China. Topics include but not restricted to areas from transients and EMC, new insulation materials, outdoor insulation, intelligent systems in HV system to measurement techniques, aging, condition monitoring, UHV technology and related areas about high voltage equipment.","http://www.ichve2008.cqu.edu.cn",,", SGCC, NNSFC, DEI, CSPG",2008,,,,"Yes"
"Conference",12005,"2009 IEEE Nuclear & Space Radiation Effects Conference (NSREC 2009)","This annual meeting of engineers and scientists presents the latest techniques for enhancing the performance of microelectronic devices and circuits that are used in radiation environments.","http://www.nsrec.com/",,"DTRA, NASA, NPS, AFRL, SNL",2009,,,,"Yes"
"Conference",14281,"2009 IEEE Electrical Insulation Conference (EIC) (Formerly EIC/EME)","Electrical insulating materrials and systems, their application to all types of electrical and electronic equipment and associated diagnostics.",,,"DEI",2009,,,,"Yes"
"Conference",14632,"2009 IEEE 9th International Conference on the Properties and Applications of Dielectric Materials (ICPADM)","The IEEE International Conference on Properties and Applications of Dielectric Materials (ICPADM) is devoted to dielectrics and electrical insulation research. It attracts experts from around the world, and particularly from the fast growing economies of the Pacific Region.","http//www.icpadm2009.com",,", CES, DEI",2009,,,,"Yes"
"Conference",14636,"2009 43rd Annual Conference on Information Sciences and Systems (CISS)","Authors are invited to submit previously unpublished papers describing theoretical advances, applications, and ideas in the fields of Information Sciences and Systems including signal and image processing and analysis; systems biology and control; communication and information theory; computer engineering, and photonics","http://ciss.jhu.edu",,"IT, Dept. of Electrical & Computer Engineering",2009,,,,"Yes"
