Type,ID,Name,Description,URL,Tags,Societies,Year,Standard Status,Technical Committee,Keywords,Priority
Standard,1240 - 2000,IEEE Guide for the Evaluation of the Reliability of HVDC Converter Stations,"Reliability of HVDC Converter Stations, including stations that are back-to-back"" for connection of AC systems",http://standards.ieee.org/cgi-bin/status?Designation: 1240-2000,,PE,,Published,SUB," and DC transmission terminals.""              ",yes
Standard,1243 - 1997,IEEE Guide for Improving the Lightning Performance of Transmission Lines,,http://standards.ieee.org/cgi-bin/status?Designation: 1243-1997,,PE,,Published,T&D,"grounding, lightning protection, overhead electric power transmission, shielding              ",yes
Standard,1246 - 2002,IEEE Guide for Temporary Protective Grounding Systems Used in Substations,"This guide covers the design, performance, use, testing, and installation of temporary protective  grounding systems, including the connection points, as used in permanent and mobile substations.  This guide does not address series-capacitor compensated systems.",http://standards.ieee.org/cgi-bin/status?Designation: 1246-2002,,PE,,Published,SUB,"grounding, personal safety, protective grounding, safety, temporary grounding, ultimate rating, withstand rating                ",yes
Standard,1247 - 2005,"IEEE Standard for Interrupter Switches for Alternating Current, Rated Above 1000 Volts","This standard applies to switching devices, interrupters, and interrupter switches (as defined in IEEE Std C37.100-1992) for alternating current, rated above 1000 volts and used indoors, outdoors, or in enclosures for which a switching rating is to be assigned.While this standard covers the basic requirements of interrupter switches used indoors, outdoors, and in enclosures, other standards such as IEEE Std C37.20.2-1993, IEEE Std C37.20.3-1987, IEEE Std C37.20.4-1996, IEEE Std C37.71-1984, and IEEE PC37.73 (D.9, 1997) also contain requirements for switches used in enclosures. This standard does not apply to load-break separable insulated connectors, which are covered by IEEE Std 386-1995 [B7].  This standard also does not apply to circuit-breakers, circuit-switchers, or reclosers.  ",http://standards.ieee.org/cgi-bin/status?Designation: 1247-2005,,PE,,Published,SWG,"enclosed switch, indoor switch, interrupter switch, outdoor switch, switching ability, switching current, switching rating  3) phase relationship method.  These preferred methods are shown in Table 1.""  [New scope of document] ""Scope:  This guide describes three methods used in the measurement of power factor of inductive low-voltage (1000 volts and below) test circuits.  These methods may be used at any frequency; however  the values in the tables are specifically for 60 Hz test circuits.  The three methods are: 1) Ratio Method  2) dc decrement method  3) Phase relationship method.  Table 1 lists the preferred method to be used for different levels of test currents and for different levels of power factor.  While this guide is primarily intended for use on low-voltage test circuits  the methods discussed are also usable at higher voltages."""" inductive test circuits, power factor        ",yes
Standard,1248 - 1998,IEEE Guide for the Commissioning of Electrical Systems in Hydroelectric Power Plants,,http://standards.ieee.org/cgi-bin/status?Designation: 1248-1998,,PE,,Published,ED&PG,commissioning              ,yes
Standard,1249 - 1996,IEEE Guide for Computer-Based Control for Hydroelectric Power Plant Automation,,http://standards.ieee.org/cgi-bin/status?Designation: 1249-1996,,PE,,Published,ED&PG,"computer-based automation, closed-loop control, data acquisition, hydroelectric, power plant, network bus configurations, system architecture, system performance, alarm processing, automatic generation control, automatic voltage control              ",yes
Standard,1250 - 1995,IEEE Guide for Service to Equipment Sensitive to Momentary Voltage Disturbances,,http://standards.ieee.org/cgi-bin/status?Designation: 1250-1995,,PE,,Published,T&D,"surge protection, power conditioners, momentary voltage disturbances, harmonic distortion, faults, disturbance analyzers, Surges, Sensitive equipment, Noise  monitors  radioactivity  tritium"" ""           ",yes
Standard,1255 - 2000,IEEE Guide for Evaluation of Torque Pulsations During Starting of Synchronous Motors,"To assist in providing a uniform method for calculating and measuuring torque pulsations which occur during starting of synchronous motors.  Synchronous motors as discussed in this guide specifically refer to salient-pole type motors with wound main field circuits with either a continuous or interrupted amortisseur cage/  In modern installations, direct current is applied to the main field by means of slip rings from a static exciter or by a rotating brushless excitation system to establish synchronous operation.",http://standards.ieee.org/cgi-bin/status?Designation: 1255-2000,,PE,,Published,EM,Author:         IEEE                ,yes
Standard,1260 - 1996,"IEEE Guide on the Prediction, Measurement, and Analysis of AM Broadcast Reradiation by Power Lines",,http://standards.ieee.org/cgi-bin/status?Designation: 1260-1996,,PE,,Published,T&D,"AM broadcast, interference prediction, measurement, power lines, reradiation              ",yes
Standard,1264 - 1993,IEEE Guide for Animal Deterrents for Electric Power Supply Substations,,http://standards.ieee.org/cgi-bin/status?Designation: 1264-1993,,PE,,Published,SUB,"barrier, flashover, mitigation, phase-to-phase, Phase-to-phase fault, Phase-to-ground fault  near background  portable survey  radiation"" ""           ",yes
Standard,1267 - 1999,IEEE Guide for Development of Specification for Turnkey Substation Projects,,http://standards.ieee.org/cgi-bin/status?Designation: 1267-1999,,PE,,Published,SUB,              ,yes
Standard,1276 - 1997,IEEE Guide for the Application of High-Temperature Insulation Materials in Liquid-Immersed Power Transformers,Prepare a trial use guide for General Requirements for Liquid-Immersed Power Transformers utilizing High Temperature Solid Insulating Materials.,http://standards.ieee.org/cgi-bin/status?Designation: 1276-1997,,PE,,Published,TR,high-temperature insulation material              ,yes
Standard,1277 - 2000,IEEE General Requirements and Test Code for Dry-Type and Oil-Immersed Smoothing Reactors for DC Power Transmission,,http://standards.ieee.org/cgi-bin/status?Designation: 1277-2000,,PE,,Published,TR,construction              ,yes
Standard,1283 - 2004,"IEEE Guide for Determining the Effects of High Temperature Operation on Conductors, Connectors, and Accessories","Prepare an IEEE guide describing the effects of high temperature operation on conductors, connectors, and conductor hardware.  The guide will no only identify what constitutes elevated temperature operation and its effects on the above overhead line components, but will also suggest some mitigation techniques for consideration.",http://standards.ieee.org/cgi-bin/status?Designation: 1283-2004,,PE,,Published,T&D,"conductors, conductor hardware, connectors, creep, high-temperature operation              ",yes
Standard,1289 - 1998,IEEE Guide for the Application of Human Factors Engineering in the Design of Computer-Based Monitoring and Control Displays for Nuclear Power Generating Stations,"This guide provides system design considerations, identifies information display and control techniques for use with computer-based displays, and provides human factors engineering for use of these techniques in specific applications in nuclear power generating stations.",http://standards.ieee.org/cgi-bin/status?Designation: 1289-1998,,PE,,Published,NPE,"displays  algorithms  compound waveform  histogram  levels  pulse  pulse amplitude  pulse definitions  pulse measurement  states  state boundaries  state levels  transients""  ""  ",yes
Standard,1290 - 1996,"IEEE Guide for Motor Operated Valve (MOV) Motor Application, Protection, Control, and Testing in Nuclear Power Generating Stations",,http://standards.ieee.org/cgi-bin/status?Designation: 1290-1996,,PE,,Published,NPE,"generating stations, motor application, motor control, motor protection, motors, motor testing, nuclear power generating stations, valve operation, valve operators, valves              ",yes
Standard,1291 - 1993,IEEE Guide for Partial Discharge Measurement in Power Switchgear,"Provide a guide for the measurement of partial discharges on all types of power system switchgear rated 1000 volts and above.  The guide will include specific methods of test circuit/specimen calibration to ensure accurate,repeatable measurements may be made for the wide range of apparatus size, insulation types and apparatus capacitance.",http://standards.ieee.org/cgi-bin/status?Designation: 1291-1993,,PE,,Published,SWG,"corona, switchgear, Partial discharge, Dielectric tests, Calibration              ",yes
Standard,1299 - 1996,"IEEE Guide for the Connection of Surge Arresters to Protect Insulated, Shielded Electric Power Cable Systems",,http://standards.ieee.org/cgi-bin/status?Designation: 1299-1996,,PE,,Published,IC,"  metal-enclosed bus  nonsegregated-phase bus  segregated-phase bus""  ""           ",yes
Standard,1300 - 1996,IEEE Guide for Cable Connections for Gas-Insulated Substations,,http://standards.ieee.org/cgi-bin/status?Designation: 1300-1996,,PE,,Published,IC,"cable connection, gas insulated, substation, GIS              ",yes
Standard,1303 - 1994,IEEE Guide for Static Var Compensator Field Tests,,http://standards.ieee.org/cgi-bin/status?Designation: 1303-1994,,PE,,Published,SUB,"Mvar, SVC, var, Static var compensator              ",yes
Standard,1307 - 2004,IEEE Standard for Fall Protection for Utility Work,"This document provides requirements, guidelines and recommendations for a fall protection progra, for substation, general structures and equipment, communication, (including Community Antenna Television-CATV), and transmission and distribution structures.",http://standards.ieee.org/cgi-bin/status?Designation: 1307-2004,,PE,,Published,T&D,"  fixed broadband wireless access network  microwaves  millimeter waves  radio conformance test  WirelessMAN™ standards  wireless metropolitan area network""""        ",yes
Standard,1308 - 1994,IEEE Recommended Practice for Instrumentation: Specifications for Magnetic Flux Density and Electric Field Strength Meters - 10 Hz to 3 kHz,,http://standards.ieee.org/cgi-bin/status?Designation: 1308-1994,,PE,,Published,T&D,"calibration, measurements, quasi-static fields, specifications, measurement uncertainty, magnetic flux density, electric field strength meters              ",yes
Standard,1310 - 1996,IEEE Recommended Practice for Thermal Cycle Testing of Form-Wound Stator Bars and Coils for Large Generators,"This procedure is intended for bars/coils for rotating machines rated 11 kV or more at 50 Hz or 60 Hz that are subjected to many transitions from no-load to full-load current during normal operations, and where rapid load variations are typical. Only the thermal cyclic degradation within the groundwall insulation and/or the conductor package and delamination of the groundwall insulation from the conductor are addressed by this test.  The procedure is applicable to the following machines:  — Indirectly cooled combustion turbine generators  — Indirectly cooled pumped storage or peaking load hydrogenerators  — Indirectly cooled synchronous condensers  No pass/fail criteria are presented; rather, the test results on a variety of stator bars and coils are compared.  Pass/fail criteria may be established by users of this recommended practice.  ",http://standards.ieee.org/cgi-bin/status?Designation: 1310-1996,,PE,,Published,EM,"delamination, form wound stator bars, form wound stator coils, similiar design bar, slot section, virgin bar, virgin coil, thermal cycle testing, similiar design coil  Ethernet hubs and switches  routers  and firewalls. It will not cover such equipment designed for operation in other environments  such as office locations."" The only change being proposed is to add the words: and Testing  to the Title."" autodialers  bridges  communications networking device  derating  dielectric test  environmental requirements  ESD test  Ethernet hubs  fast transient test  firewalls",yes
Standard,1313.1 - 1996,"IEEE Standard for Insulation Coordination - Definitions, Principles and Rules","This standard applies to three-phase ac systems above 1 kV.  It specifies the procedure for selection of the withstand voltages for equipment phase-to-earth and phase-to-insulation systems.  It also identifies a list of standard insulation levels.  This standard recommends that the selected insulation level should be based on the voltage stress to which the equipment is being exposed.  Insulation coordination studies usually identify overvoltages in per unit of the crest nominal or maximum system voltage to ground.  Although the principles of this standard also apply to transmission line insultation systems, the insulation levels may be different from those identified as standard insulation levels.",http://standards.ieee.org/cgi-bin/status?Designation: 1313.1-1996,,PE,,Published,SPDHV,"atmospheric correction, correction factor, basic lightning impulse, BIL, impulse insulation level, basic switching, BSL, crest valve, ground fault factor, insulation coordination, overvoltage, phase to ground, insulation configuration, phase to phase, protective margin, protective ratio, standard withstand voltages, voltage stress              ",yes
Standard,1313.2 - 1999,IEEE Guide for the Application of Insulation Coordination,"The insulation coordination standard and guide apply to three-phase ac systems above 1 kV and are divided into two parts.  IEEE Std 1313.1-1996 (Part 1) specifies the procedure for selection of the withstand voltages [basic lightning impulse insulation level (BIL) and basic switching impulse insulation level (BSL)] for equipment phase-ground and phase-phase insulation systems. It also identifies a list of standard insulation levels. Although he principles of this standard also apply to transmission line insulation systems, the insulation levels may be different from those identified as standard insulation levels.  This guide (Part 2) is an application guide with practical examples, intended to provide guidance in the determination of the withstand voltages and to suggest calculation methods and procedures. The insulation coordination examples for selected equipment are designed to explain the principles of Part 1. The guide is intended for air-insulated ac systems; caution should be exercised in the case of gas-insulated systems (GIS).",http://standards.ieee.org/cgi-bin/status?Designation: 1313.2-1999,,PE,,Published,SPDHV,atmospheric correction factor              ,yes
Standard,1325 - 1996,IEEE Recommended Practice for Reporting Field Failure Data for Power Circuit Breakers,,http://standards.ieee.org/cgi-bin/status?Designation: 1325-1996,,PE,,Published,SWG,power circuit breakers              ,yes
Standard,1366 - 2003,IEEE Guide for Electric Power Distribution Reliability Indices,"This guide identifies distribution reliability indices and factors that affect their calculation. It includes indices, which are useful today, as well as ones that may be useful in the future. The indices are intended to apply to distribution systems, substations, circuits, and defined regions.",http://standards.ieee.org/cgi-bin/status?Designation: 1366-2003,,PE,,Published,T&D,"circuits, distribution reliability indices, distribution systems, electric power, reliability indices                ",yes
Standard,1368 - 2006,IEEE Guide for Aeolian Vibration Field Measurements of Overhead Conductors,This guide provides current practices related to field measurements of aeolian vibration of overhead  conductors.,http://standards.ieee.org/cgi-bin/status?Designation: 1368-2006,,PE,,Published,T&D,"aeolian vibration, bending amplitude, overhead conductors, vibration measurement, vibration recorders              ",yes
Standard,1375 - 1998,IEEE Guide for the Protection of Stationary Battery Systems,Develop guidance for protection of stationary battery systems up to the first battery disconnecting switch or device.,http://standards.ieee.org/cgi-bin/status?Designation: 1375-1998,,PE,,Published,SB,              ,yes
Standard,1378 - 1997,IEEE Guide for Commissioning High-Voltage Direct-Current (HVDC) Converter Stations and Associated Transmission Systems,,http://standards.ieee.org/cgi-bin/status?Designation: 1378-1997,,PE,,Published,SUB,"high-voltage direct current , HVDC, HVDC transmission systems, off-site tests, on-site tests, precommissioning, commissioning              ",yes
Standard,1379 - 2000,IEEE Recommended Practice for Data Communications Between Remote Terminal Units and Intelligent Electronic Devices in a Substation,"This project will make the Trial Use document a full Recommended Practice.  The present standard was published in March 1998 as a Trial Use Recommended Practice.  However, the protocols listed in the document were actually selected by the Task Force in 1995.  It has already shown to be a valuable standard and is being widely used in the industry.",http://standards.ieee.org/cgi-bin/status?Designation: 1379-2000,,PE,,Published,SUB,IED              ,yes
Standard,1402 - 2000,IEEE Guide for Electric Power Substation Physical and Electronic Security,"This Guide identifies and discusses security issues related to human intervention during the construction, operation, (except for natural disasters) and maintenance of electric power supply substations.  It also documents methods and designs to mitigate intrusions.",http://standards.ieee.org/cgi-bin/status?Designation: 1402-2000,,PE,,Published,SUB,IEEE Std 1402-2000.pdf                ,yes
Standard,1406 - 1998,IEEE Guide to the Use of Gas-In-Fluid Analysis for Electric Power Cable Systems,"Guidelines for gas-in-fluids analysis for diagnostic purposes on cable system condition, and as an operation and maintenance tool to determine when corrective action may be reqyuired.",http://standards.ieee.org/cgi-bin/status?Designation: 1406-1998,,PE,,Published,IC,aging              ,yes
Standard,1410 - 2004,IEEE Guide for Improving the Lightning Performance of Electric Power Overhead Distribution Lines,This guide will identify factors that contribute to lightning-caused faults on overhead distribution lines and suggest improvements to existing and new constructions.    This guide is limited to the protection of distribution-line insulation for system voltages 69 kV and below. Equipment protection considerations are covered in IEEE Std C62.22-1991.,http://standards.ieee.org/cgi-bin/status?Designation: 1410-2004,,PE,,Published,T&D,distribution networks              ,yes
Standard,1416 - 1998,IEEE Recommended Practice for the Interface of New Gas-Insulated Equipment in Existing Gas-Insulated Substations,"The scope of the project is the interfaces between existing Gas Insulated Substations (GIS) equipment and gas insulated equipment that is added at a later date, and may be of a different design.  The project includes the interfaces at Gas Insulated Transmission Line (GITL) equipment, and Gas Insulated Substations (GIS) equipment.",http://standards.ieee.org/cgi-bin/status?Designation: 1416-1998,,PE,,Published,SUB,gas-insulated substation - GIS -              ,yes
Standard,1425 - 2001,IEEE Guide for the Evaluation of the Remaining Life of Impregnated Paper-Insulated Transmission Cable Systems,To prepare a guide for the evaluation of the remaining life of impregnated paper insulated transmission cable systems.,http://standards.ieee.org/cgi-bin/status?Designation: 1425-2001,,PE,,Published,IC,extra high voltage (EHV) cable              ,yes
Standard,1427 - 2006,IEEE Guide for Recommended Electrical Clearances and Insulation Levels in Air Insulated Electrical Power Substations,"This guide, covering three-phase ac systems from 1 kV to 800 kV, provides recommended electrical  operating and safety clearances and insulation levels in air-insulated electric supply substations; addresses insulation coordination procedures; provides design procedures for the selection and coordination of the insulation levels within the station as they relate to substation clearances; and addresses how reduced clearances in high-voltage ac substations will allow for compact bus arrangements and substation voltage uprating applications.  This guide addresses insulation coordination procedures, including the choice of insulation levels and arrester specification, in limited detail and only as relevant to clearance requirements. Detailed and expanded coverage of insulation coordination procedures is provided in other ANSI and IEEE guides and standards (see Clause 2).  This guide focuses on open-air bus assemblies and configurations and excludes apparatus clearances (i.e., bushing clearances for transformers, and breakers). Detailed coverage of apparatus clearances is provided in other applicable guides and standards.",http://standards.ieee.org/cgi-bin/status?Designation: 1427-2006,,PE,,Published,SUB,"basic lightning impulse insulation level (BIL), basic switching impulse insulation level  (BSL), clearances, insulation coordination, insulation levels, substation  metropolitan area network  microwaves  millimeter waves  WirelessMAN™ standards""""          ",yes
Standard,1428 - 2004,IEEE Guide for Installation Methods for Fiber Optic Cables in Electric Power Generating Stations and in Industrial Facilities,Fiber Optic Cable intended to operate in electrical power generating stations and in other industrial facilities.,http://standards.ieee.org/cgi-bin/status?Designation: 1428-2004,,PE,,Published,IC,"cable construction, electric power generating stations, fiber-optic cables, index of refraction, local area network connections, multimode fibers, numerical aperture, optical cable designs, optical performance, reflectometer, singlemode fibers, telecommunication              ",yes
Standard,1434 - 2000,IEEE Guide to the Measurement of Partial Discharges in Rotating Machinery,,http://standards.ieee.org/cgi-bin/status?Designation: 1434-2000,,PE,,Published,EM,electrical insulation              ,yes
Standard,1441 - 2004,IEEE Guide for Inspection of Overhead Transmission Line Construction,"This guide covers the inspection procedures and practices for right-of-way issues, foundations, structures, and wire installation for overhead lines.",http://standards.ieee.org/cgi-bin/status?Designation: 1441-2004,,PE,,Published,T&D,"construction, inspection, transmission lines              ",yes
Standard,1459 - 2000,"IEEE Standard Definitions for the Measurement of Electric Power Quantities under Sinusoidal, Non-Sinusoidal, Balanced, or Unbalanced Conditions","This is a standard for definitions used for measurement of electric power quantities under sinusoidal, nonsinusoidal, balanced, or unbalanced conditions. It lists the mathematical expressions that were used in the past, as well as new expressions, and explains the features of the new definitions.",http://standards.ieee.org/cgi-bin/status?Designation: 1459-2000,,PE,,Published,PSIM,active power              ,yes
Standard,1491 - 2005,IEEE Guide for Selection and Use of Battery Monitoring Equipment in Stationary Applications,"This guide discusses operational parameters that may be observed by battery monitoring equipment used in stationary applications, and the relative value of such observations.  Also discussed are the active supervisory and diagnostic tasks that this equipment may perform.  While this guide does not give a listing of commercially available systems, it does provide a means for establishing specifications for the desired parameters to be monitored.",http://standards.ieee.org/cgi-bin/status?Designation: 1491-2005,,PE,,Published,SB,"airflow, ambient temperature, automated battery monitoring, battery applications, battery current, battery environment, battery monitoring equipment, battery monitoring techniques, battery temperature, battery types, battery voltage, communications interfaces, connection resistance, cycles, grounding, ground fault detection, humidity, ripple current, safety, software, specific gravity              ",yes
Standard,1511 - 2004,"IEEE Guide for Investigating and Analyzing Power Cable, Joint, and Termination Failures on Systems Rated 5 kV Through 46 kV","This guide will discuss the importance of failure analysis on cable, joints and terminations used in power systems rated 5kV through 46kV.  Users shoudl review the definitions, and technical papers that are listed in the References and in the Bibliography to gain an understanding of failure analysis issues.  Why a cable, joint, or termination fails is an important part of understanding trends and planning for improvements in system reliability.",http://standards.ieee.org/cgi-bin/status?Designation: 1511-2004,,PE,,Published,IC,              ,yes
Standard,1527 - 2006,IEEE Recommended Practice for the Design of Flexible Buswork Located in Seismically Active Areas,The scope of the proposed project is the engineering and design of flexible bus connections for bus and equipment in electric power substations.,http://standards.ieee.org/cgi-bin/status?Designation: 1527-2006,,PE,,Published,SUB,"bus, conductor, conductor slack, connections, earthquakes, electrical equipment,  flexible bus, flexible buswork, interconnected equipment, interconnection, seismic, substations              ",yes
Standard,1531 - 2003,Guide for Application and Specification of Harmonic Filters,Provide guidelines for the application and specification of passive shunt harmonic fileters for use on 50 and 60 Hz power systems at 216 volts and above.,http://standards.ieee.org/cgi-bin/status?Designation: 1531-2003,,PE,,Published,T&D,capacitors              ,yes
Standard,1538 - 2000,IEEE Guide for Determination of Maximum Winding Temperature Rise in Liquid-Filled Transformers,"Produce a guide for developing mathematical models and test procedures to determine the steady state maximum (hottest spot) and average winding temperature rise over ambient for liquid immersed distribution, power, network, and regulating transformers manufactured in accordance with IEEE C57.12.00.",http://standards.ieee.org/cgi-bin/status?Designation: 1538-2000,,PE,,Published,TR,distribution transformer              ,yes
Standard,1553 - 2002,IEEE Standard for Voltage Endurance Testing of Form-Wound Coils and Bars for Hydrogenerators,"This standard applies to voltage-endurance testing of form-wound stator winding bars and coils having a mica-based insulation system with thermo-setting polyester and/or epoxy resins used in hydrogenerators and pumped storage generators operating in air with a rated line-to-line voltage between 4 000 to 22 000 V, and a frequency of 50 Hz or 60 Hz.",http://standards.ieee.org/cgi-bin/status?Designation: 1553-2002,,PE,,Published,EM,"electrical insulation, form-wound bars, form-wound coils, hydrogenerators, voltage-endurance testing                ",yes
Standard,1572 - 2004,IEEE Guide for Application of Composite Line Post Insulators,"An application guide for non-ceramic line posts is being drafted. The guide will include handling recommendations, interpretation of manufacturer ratings,  contamination considerations, and equivalency with porcelain.",http://standards.ieee.org/cgi-bin/status?Designation: 1572-2004,,PE,,Published,T&D,"composite line post insulators, core, end fittings, grading devices, transmission and distribution lines, weathersheds              ",yes
Standard,1585 - 2002,IEEE Guide for the Functional Specification of Medium Voltage (1- 35kV) Electronic Series Devices for Compensation of Voltage Fluctuations,"This document provides general guidelines for the preparation of a functional specification for solid state electronic devices used mainly for compensation of voltage fluctuation. The guide covers devices rated to medium voltage (1 kV-35 kV). This device contains in general :an inverter, rectifier or dc to dc converter, energy storage device, injection transformer connected in series with the load and normally open by-pass switch. In order  to interface these devices with the load additional equipment should be provided including current and potential transformer bypass and isolation breakers and three -phase low voltage service for auxiliary power.",http://standards.ieee.org/cgi-bin/status?Designation: 1585-2002,,PE,,Published,SUB,energy storage              ,yes
Standard,1590 - 2003,"IEEE Recommended Practice for the Electrical Protection of Optical Fiber Communication Facilities Serving, or Connected to, Electrical Supply Locations","This Recommended Practice presents engineering design procedures for the electrical protection of optical fiber communication facilities serving, or connected to, electric supply locations. Other telecommunication alternatives, such as radio and cable with metallic members are excluded from this document.",http://standards.ieee.org/cgi-bin/status?Designation: 1590-2003,,PE,,Published,PSC,"electrical power stations, electrical supply locations, ground potential rise, high-volt-age environment              ",yes
Standard,1615 - 2007,IEEE Recommended Practice for Network Communication in Electric Power Substations,"This document defines a recommended practice for communication and interoperation of devices  connected on an electric power substation Internet protocol (IP) network. It does not establish a new  underlying communications standard. Instead, the document prescribes a specific set of existing  conventions and definitions.",http://standards.ieee.org/cgi-bin/status?Designation: 1615-2007,,PE,,Published,SUB,"address allocation, communication media, DNP3, electric utility, Ethernet, fiber-optic,  IEC 60870-5, IEC 61850, Intelligent Electronic Device (IED), Internet protocol (IP), managed  switch, network, network cable, network devices, noise sources, non-operational data,  operational data, security awareness, substation, transmission control protocol (TCP), time  synchronization, wireless network              ",yes
Standard,1617 - 2007,"IEEE Guide for Detection, Mitigation,  and Control of Concentric Neutral  Corrosion in Medium-Voltage  Underground Cables","The primary focus of this guide is unjacketed, underground distribution cable installed direct buried or in  conduit. The causes of corrosion in cable concentric neutral wires and straps and the methods available to  detect this corrosion are described. The purpose of the concentric neutral and consequences of significant  loss of the concentric neutral are discussed. Recommendations are made for the mitigation and control of  the cable concentric neutral corrosion.",http://standards.ieee.org/cgi-bin/status?Designation: 1617-2007,,PE,,Published,IC,"1617-2007, cable, cable systems, concentric neutral, corrosion, insulated conductor, power cable performance requirements performance tests portable radiationdetectors""  ""           ",yes
Standard,1623 - 2004,IEEE Guide for the Functional Specification of Medium Voltage (1 kV - 35 kV) Electronic Shunt Devices for Dynamic Voltage Compensation,"This project provides guidelines for preparation of functional specification for solid state shunt device used to compensate voltage fluctuation. The guide covers devices rated to medium voltage (1-35kV). The device contains in general: an inverter, rectifier or DC converter, energy storage device, coupling transformer connected in parallel. In addition, additional equipment should be provided to assure proper interface with the electric network. The additional equipment includes: voltage and current transformers, disconnect switches, circuit breakers and three phase low voltage service for auxiliary power.",http://standards.ieee.org/cgi-bin/status?Designation: 1623-2004,,PE,,Published,SUB,"coupling transformer, energy storage, inverter, parallel compensation, power electronics, power quality, sensitive loads, voltage control              ",yes
Standard,C37.04 - 1999,IEEE Standard Rating Structure for AC High-Voltage Circuit Breakers ,,http://standards.ieee.org/cgi-bin/status?Designation: C37.04-1999,,PE,,Published,SWG,"capacitance current switching instrument test portal monitors radiation detectors""  ""           ",yes
Standard,C37.04a - 2003,Standard Rating Structure for AC High-Voltage Circuit  Breakers Rated on a Symmetrical Current Basis: Amendment 1 Capacitance Current Switching,The scope of PC37.04a is to incorporate IEC 62271-100 capacitance current switching treatment into the circuit breaker rating structure. This applies to Circuit Breakers above 1000V ac.,http://standards.ieee.org/cgi-bin/status?Designation: C37.04a-2003,,PE,,Published,SWG,capacitance current              ,yes
Standard,C37.09 - 1999,IEEE Standard Test Procedure for AC High-Voltage Circuit Breakers Rated on a Symmetrical Current Basis,,http://standards.ieee.org/cgi-bin/status?Designation: C37.09-1999,,PE,,Published,SWG,IEEE Std C37.09-1999                ,yes
Standard,C37.09a - 2005,American National Standard Test Procedure for AC High-Voltage Circuit Breakers Rated on a Symmetrical Current Basis Amendment 1: Capacitance Current Switching,The scope of PC37.09a is to incorporate IEC 62271-100 capacitance current switching treatment into the circuit breaker test code. This applies to Circuit Breakers above 1000V ac.,http://standards.ieee.org/cgi-bin/status?Designation: C37.09a-2005,,PE,,Published,SWG,"fast transient, indoor, initial, mechanical endurance, operating duty, outdoor, power frequency, recovery voltage, short-circuit current, short-line fault, single-phase testing, test data reporting, three-phase testing, unit test, voltage distribution synthetic test              ",yes
Standard,C37.010 - 1999,IEEE Application Guide for AC High-Voltage Circuit Breakers Rated on a Symmetrical Current Basis,"This application guide applies to the ac indoor and outdoor high-voltage circuit breakers rated in accordance with the methods given in IEEE Std. C37.04-1999, listed in IEEE Std. C37.06-1997, and tested in accordance with IEEE Std. C37.09-1999. Circuit breakers rated and manufactured to meet other standards should be applied in accordance with application procedures adapted to their specific ratings or applications.",http://standards.ieee.org/cgi-bin/status?Designation: C37.010-1999,,PE,,Published,SWG,ambient compensation/emergency operation              ,yes
Standard,C37.011 - 2005,IEEE Application Guide for Transient Recovery Voltage for AC High-Voltage Circuit Breakers,"This application guide covers procedures and calculations necessary to apply the standard transient  recovery voltage (TRV) ratings for ac high-voltage circuit breakers rated above 1000 V. The capability limits of these circuit breakers are determined to a great degree by the TRV. This application guide is not included in other existing circuit breaker standards. In this document, the TRV ratings are compared with typical system TRV duties. An example TRV calculation is given in Annex A.",http://standards.ieee.org/cgi-bin/status?Designation: C37.011-2005,,PE,,Published,SWG,"Keywords: high-voltage circuit breakers, transient recovery voltage              ",yes
Standard,C37.012 - 2005,IEEE Application Guide for Capacitance Current Switching for AC High-Voltage Circuit Breakers,This project will revise the application guide for capacitance current switching for high-voltage circuit breakers rated in accordance with IEEE C37.04 and listed in C37.06. It is intended to supplement C37.010.,http://standards.ieee.org/cgi-bin/status?Designation: C37.012-2005,,PE,,Published,SWG,"ac high voltage circuit breakers, application, capacitance current switching, restrike, reignition, NSDD, overvoltages                ",yes
Standard,C37.013 - 1997,IEEE Standard for AC High-Voltage Generator Circuit Breakers Rated on a Symmetrical Current Basis,The various asymetrical currents are all expressed with S-factors.  They shall be transformed to the development concept to make the standard easier to apply in practice.  The content will in principle not be technically changed.,http://standards.ieee.org/cgi-bin/status?Designation: C37.013-1997,,PE,,Published,SWG,ac high-voltage generataor              ,yes
Standard,C37.013a - 2007,IEEE Standard for AC High Voltage Generator Circuit Breakers Rated on a Symmetrical Current Basis - Amendment 1: Supplement for Use with Generators Rated 10-100 MVA,The amendment is to address the specific requirements relative to ac high-voltage generator circuit breakers intended for use with generators rated between 10 MVA and 100 MVA.,http://standards.ieee.org/cgi-bin/status?Designation: C37.013a-2007,,PE,,Published,SWG,"circuit breaker, generator, generator circuit breaker, high voltage, transformer              ",yes
Standard,C37.015 - 1993,IEEE Application Guide for Shunt Reactor Switching,,http://standards.ieee.org/cgi-bin/status?Designation: C37.015-1993,,PE,,Published,SWG,"ac high voltage circuit breake, Small inductive currents, Shunt reactor switching, Overvoltages, Application              ",yes
Standard,C37.081 - 1981,IEEE Guide for Synthetic Fault Testing of AC High-Voltage Circuit Breakers Rated on a Symmetrical Current Basis,,http://standards.ieee.org/cgi-bin/status?Designation: C37.081-1981,,PE,,Published,SWG,Circuit-breaker testing              ,yes
